season,date,game_pk,pitcher_id,lineup_ids,actual_k,exp_k,p_k_≥6.5
2024,2024-08-11,746517,607536,"686668,678662,641857,663898,669911,595909,607732,656541,668845",1,4.984,0.2445
2024,2024-08-11,745303,672456,"663837,628451,690993,595879,570482,678009,656716,693307,668731",2,5.0235,0.243
2024,2024-08-11,745303,806185,"666149,682617,671218,624424,656305,592192,672275,666464,669477",5,5.069,0.2545
2024,2024-08-11,746114,663559,"457705,668804,665833,663698,656582,643396,663647,678225,572191",2,5.0945,0.257
2024,2024-08-11,746114,607192,"660271,606192,518692,669257,666158,500743,571771,681624,518792",4,5.0015,0.2405
2024,2024-08-11,747166,650911,"656941,607208,547180,664761,681082,592206,592663,669016,670276",4,5.0785,0.263
2024,2024-08-11,747166,518876,"672695,664983,682998,605137,545341,553993,680728,621028,677950",2,5.0235,0.244
2024,2024-08-11,745216,622663,"621438,607043,502110,608385,624413,643446,578428,592325,620443",8,5.076,0.2375
2024,2024-08-11,745216,622491,"645302,668227,663728,677594,593871,670042,668942,686527,660844",9,5.046,0.2485
2024,2024-08-12,746603,684007,"664023,621550,673548,641355,670623,663538,621020,691718,542194",3,4.966,0.239
2024,2024-08-12,746603,594902,"680757,657041,608070,686823,647304,678877,665926,677587,595978",1,5.113,0.248
2024,2024-08-12,746682,543243,"691026,575929,502054,571448,502671,680977,691023,663457,687363",9,5.0945,0.253
2024,2024-08-12,746682,671096,"668715,682829,663886,670770,600869,664034,641584,682622,666181",6,5.0315,0.244
2024,2024-08-12,745058,664285,"514888,608324,670541,673237,665161,572138,676694,676801,694175",9,5.139,0.264
2024,2024-08-12,745058,671737,"676609,666185,670224,666624,676356,642350,678554,670764,656577",6,5.061,0.2435
2024,2024-08-12,746921,641816,"543760,608369,669701,666969,663993,673962,694671,641680,665750",7,5.108,0.257
2024,2024-08-12,746921,678394,"681508,807799,608701,646240,657136,663853,665839,686765,678882",5,5.112,0.26
2024,2024-08-12,745874,663903,"686681,677951,686469,666023,669004,592669,624428,672580,664728",9,5.0105,0.2365
2024,2024-08-12,745874,641154,"650489,571657,668904,670242,622534,596146,467793,680777,668885",5,4.9755,0.2425
2024,2024-08-12,746762,661563,"657077,665742,592450,519317,669224,650402,700250,683011,518934",3,5.076,0.241
2024,2024-08-12,746762,681066,"670032,672820,643217,683734,657757,686676,666150,667452,681460",2,5.051,0.25
2024,2024-08-12,745953,477132,"660271,605141,518692,606192,666158,669257,500743,571771,595281",6,4.96,0.2315
2024,2024-08-12,745953,642547,"668930,694192,641343,661388,642715,596142,656555,686217,687401",4,5.01,0.2435
2024,2024-08-12,746192,670102,"676391,662139,665489,687462,672386,695238,677870,694388,672642",8,5.0505,0.258
2024,2024-08-12,746192,669721,"694384,687263,642136,641432,621493,543685,592273,607680,666176",5,5.043,0.249
2024,2024-08-12,747165,687134,"453568,678662,686668,641857,663898,669911,595909,553869,656541",4,5.0045,0.2475
2024,2024-08-12,747165,694297,"682998,621028,592626,605137,664983,680728,553993,677950,672695",11,4.989,0.237
2024,2024-08-12,745383,663765,"678225,668804,665833,663698,656582,643396,663647,650559,572191",2,5.0085,0.243
2024,2024-08-12,745383,605397,"650333,595777,630105,593428,456781,701538,669369,673490,543309",1,5.06,0.258
2024,2024-08-12,745300,519242,"624585,663586,663897,621566,606115,642201,518595,594807,593160",12,5.015,0.249
2024,2024-08-12,745300,605483,"666149,592192,671218,656305,624424,573262,682617,672275,689172",11,5.017,0.2355
2024,2024-08-13,747004,663623,"669743,682928,660766,660688,695578,665953,545121,671277,696285",3,5.112,0.256
2024,2024-08-13,747004,669432,"681297,623993,683002,650391,668939,663624,656775,702616,602104",2,5.0815,0.248
2024,2024-08-13,746601,665871,"664023,670623,673548,641355,683737,663538,621020,691718,542194",2,5.042,0.243
2024,2024-08-13,746601,571510,"680757,686823,608070,647304,682177,665926,678877,666310,677587",6,5.12,0.261
2024,2024-08-13,746435,669923,"645302,686527,457759,670042,571745,664238,641598,660844,668942",5,5.0655,0.2485
2024,2024-08-13,746435,669373,"669234,681481,628451,570482,676632,678009,668670,656716,668731",9,5.037,0.246
2024,2024-08-13,746673,607200,"691026,676475,575929,571448,680977,502671,663457,669357,687363",2,5.049,0.254
2024,2024-08-13,746673,668881,"663697,682829,663886,670770,668715,600869,664034,641584,669289",8,4.9735,0.2355
2024,2024-08-13,745548,678368,"669364,669394,660821,656896,669065,672640,665506,656537,645305",4,5.098,0.2465
2024,2024-08-13,745548,592836,"656941,607208,547180,664761,681082,592206,592663,669016,670276",5,5.0605,0.238
2024,2024-08-13,745055,579328,"514888,608324,670541,673237,665161,605170,676694,643289,676801",5,5.0685,0.2505
2024,2024-08-13,745055,669358,"670764,666185,664040,666624,691406,676609,666139,676356,656577",6,5.0585,0.241
2024,2024-08-13,745788,671212,"671732,667670,668709,609280,669127,664913,680869,687231,680474",6,5.0865,0.2525
2024,2024-08-13,745788,621112,"596019,607043,608385,624413,668901,643446,578428,682626,664056",4,5.077,0.242
2024,2024-08-13,746924,570632,"543760,608369,669701,666969,663993,673962,694671,608348,665750",3,5.0295,0.238
2024,2024-08-13,746924,676710,"663853,807799,608701,646240,657136,677800,642086,686765,678882",4,5.102,0.26
2024,2024-08-13,745867,607625,"686681,657557,663704,680118,669004,666023,641658,672580,664728",4,4.996,0.239
2024,2024-08-13,745867,805673,"571657,668904,670242,669304,467793,596146,622534,543877,668885",5,5.1075,0.2625
2024,2024-08-13,746757,641482,"657077,665742,592450,669224,519317,518934,650402,665828,683011",9,5.022,0.2485
2024,2024-08-13,746757,686563,"672820,673357,643217,683734,657757,686676,678246,670032,681460",4,5.016,0.248
2024,2024-08-13,745954,694813,"660271,605141,518692,606192,666158,669257,500743,571771,595281",6,5.055,0.238
2024,2024-08-13,745954,607067,"668930,694192,655316,672012,606992,641343,656555,596142,687401",4,5.0845,0.259
2024,2024-08-13,746187,592332,"680718,662139,665489,687462,676391,695238,677870,694388,661531",5,5.0695,0.2495
2024,2024-08-13,746187,608334,"694384,687263,681351,641432,621493,543685,666160,592273,666176",3,5.091,0.253
2024,2024-08-13,747160,596295,"453568,678662,686668,641857,663898,669911,553869,687597,595909",4,4.9575,0.248
2024,2024-08-13,747160,593958,"672695,664983,666971,605137,677950,553993,682998,621028,680728",5,5.023,0.252
2024,2024-08-13,745382,682847,"457705,668804,665833,663698,642133,643396,663647,650559,678225",3,5.05,0.249
2024,2024-08-13,745382,650633,"650333,595777,630105,592518,593428,701538,669369,673490,543309",10,4.986,0.2325
2024,2024-08-13,745302,450203,"672284,663586,663897,621566,518595,606115,657656,593160,642201",8,5.089,0.254
2024,2024-08-13,745302,690986,"666149,664774,671218,624424,656305,573262,672275,666464,669477",6,4.981,0.2335
2024,2024-08-14,745869,666142,"672580,677951,686469,521692,592669,669004,657557,666023,664728",8,5.024,0.2425
2024,2024-08-14,745869,686973,"622534,668904,467793,669304,680777,650489,670242,663616,668885",3,5.093,0.253
2024,2024-08-14,747163,685299,"678662,663898,686668,607732,669911,696100,687597,656541,668845",0,5.028,0.236
2024,2024-08-14,747163,656756,"682998,664983,592626,605137,666971,680728,553993,677942,621028",8,5.015,0.2435
2024,2024-08-14,745381,656605,"643396,668804,656582,663698,663647,650559,572191,518735,669707",2,5.0055,0.2385
2024,2024-08-14,745381,527048,"650333,669369,630105,592518,593428,701538,444482,669134,642180",8,5.124,0.2675
2024,2024-08-14,746919,641540,"543760,608369,669701,666969,663993,694671,677649,641680,665750",3,5.0135,0.2445
2024,2024-08-14,746919,656557,"680776,677800,657136,646240,643376,663853,608701,678882,666152",3,5.05,0.2405
2024,2024-08-14,747000,687792,"682928,660766,695578,665953,671277,660688,669743,545121,696285",5,5.0355,0.2405
2024,2024-08-14,747000,665152,"656775,668939,683002,663624,623993,650391,681297,602104,702616",3,5.0875,0.245
2024,2024-08-14,746598,592791,"664023,623520,673548,641355,670623,663538,621020,643565,665804",6,5.047,0.2475
2024,2024-08-14,746598,502171,"680757,686823,608070,647304,657041,665926,678877,677587,595978",3,4.997,0.229
2024,2024-08-14,746436,693433,"645302,593871,668227,663728,686527,670042,571745,668942,664238",6,4.973,0.233
2024,2024-08-14,746436,689225,"663837,681481,690993,570482,676632,678009,669234,656716,668731",2,5.009,0.244
2024,2024-08-14,746677,502043,"691026,676475,575929,571448,680977,502671,691023,502054,687363",6,5.06,0.2665
2024,2024-08-14,746677,641941,"663697,682829,663886,670770,668715,600869,641584,666181,682622",1,5.0745,0.258
2024,2024-08-14,745544,665795,"669364,669394,660821,681146,669065,672640,656537,656896,640902",2,5.0205,0.2325
2024,2024-08-14,745544,663969,"656941,592206,547180,664761,681082,592663,624641,669016,679032",4,5.1065,0.256
2024,2024-08-14,745053,669854,"514888,608324,670541,605170,665161,701305,676694,643289,676801",4,5.035,0.2355
2024,2024-08-14,745053,641793,"676609,664040,666624,666139,691406,666185,676356,670764,642350",3,5.0215,0.2495
2024,2024-08-14,745790,683155,"671732,609280,669137,668832,663662,680869,663527,687231,680474",3,5.0085,0.245
2024,2024-08-14,745790,656849,"596019,607043,502110,664056,624413,643446,668901,592325,682626",4,5.032,0.2425
2024,2024-08-14,746759,701542,"657077,665742,592450,669224,650402,663757,683011,665828,518934",5,5.048,0.2455
2024,2024-08-14,746759,663436,"670032,673357,643217,683734,657757,678246,666150,686676,681460",5,4.998,0.244
2024,2024-08-14,745951,621111,"660271,605141,518692,606192,500743,571771,595281,605131,518792",3,4.9705,0.2355
2024,2024-08-14,745951,593423,"668930,694192,672012,661388,642715,641343,669003,686217,687401",6,4.9895,0.234
2024,2024-08-14,746188,621244,"543807,662139,665489,672386,687462,676391,676914,677870,680718",5,5.077,0.265
2024,2024-08-14,746188,542881,"694384,543685,607680,641432,621493,666160,642136,641645,683021",8,5.0005,0.2375
2024,2024-08-14,745301,656550,"672284,663586,542303,621566,606115,671739,657656,669221,593160",6,5.0355,0.2515
2024,2024-08-14,745301,592662,"666149,664774,666464,624424,669477,573262,672275,689172,687529",2,5.0585,0.255
2024,2024-08-15,745783,687765,"671732,609280,668709,669127,663527,680869,664913,647351,680474",1,4.995,0.24
2024,2024-08-15,745783,500779,"596019,668901,502110,621438,624413,578428,682626,592325,664056",1,5.012,0.2415
2024,2024-08-15,746437,682243,"645302,593871,668227,663728,670042,457759,686527,664238,668942",9,5.0455,0.255
2024,2024-08-15,746437,656412,"570482,681481,690993,693307,676632,678009,656716,668731,595879",1,5.04,0.2455
2024,2024-08-15,745950,656427,"660271,606192,518692,669257,666158,500743,595281,681624,605141",7,5.037,0.249
2024,2024-08-15,745950,668964,"668930,694192,669003,661388,642715,672012,656555,686217,687401",1,5.077,0.259
2024,2024-08-15,745298,608331,"671739,663586,542303,621566,518595,606115,672284,657656,593160",5,5.161,0.274
2024,2024-08-15,745298,657277,"666149,592192,671218,656305,666464,573262,669477,592200,687529",7,5.075,0.253
2024,2024-08-15,747002,601713,"680776,681508,608701,646240,657136,807799,643376,678882,663853",6,4.9785,0.2435
2024,2024-08-15,747002,621107,"681297,623993,683002,663624,668939,702616,656775,602104,543510",8,4.965,0.23
2024,2024-08-15,745545,680730,"682928,660766,695578,665953,671277,660688,669743,677588,696285",6,5.097,0.258
2024,2024-08-15,745545,554430,"656941,607208,669016,664761,670276,592663,624641,642215,679032",6,5.097,0.2595
2024,2024-08-15,744980,641927,"622534,467793,668904,669304,650489,571657,543877,596146,670242",3,5.094,0.2545
2024,2024-08-15,744980,674003,"543760,669701,663993,666969,694671,673962,641680,608671,665750",2,4.9985,0.24
2024,2024-08-16,746843,684320,"543807,662139,665489,687462,672386,695238,676391,694388,677870",5,5.0015,0.2315
2024,2024-08-16,746843,543294,"664023,683737,673548,641355,670623,663538,621020,643565,665804",2,5.0405,0.2475
2024,2024-08-16,746674,547179,"686681,677951,686469,521692,669004,657557,680118,666023,664728",3,4.9375,0.2415
2024,2024-08-16,746674,607259,"663697,682829,663886,670770,668715,600869,664034,641584,682622",4,4.959,0.2375
2024,2024-08-16,745462,669302,"645302,668227,663728,677594,593871,670042,686527,571745,457759",6,5.0155,0.247
2024,2024-08-16,745462,694973,"678225,668804,669707,643396,642133,650559,663647,518735,572191",6,5.1245,0.2645
2024,2024-08-16,745542,571578,"669743,682928,695578,665953,660688,671277,545121,677588,696285",2,5.146,0.2605
2024,2024-08-16,745542,605400,"656941,607208,547180,664761,592206,592663,681082,669016,670276",4,5.0105,0.245
2024,2024-08-16,746438,543037,"650402,665742,592450,519317,657077,683011,624431,518934,672724",8,5.056,0.2455
2024,2024-08-16,746438,689225,"678009,681481,663837,676632,690291,669234,656716,700242,668670",1,5.059,0.2555
2024,2024-08-16,745054,669194,"682998,664983,545341,621028,666971,680728,553993,672695,677942",6,5.021,0.241
2024,2024-08-16,745054,686752,"650490,664040,666624,666139,670764,666185,656577,676609,676356",5,4.996,0.242
2024,2024-08-16,747001,657514,"680776,677800,671213,646240,657136,807799,686765,666152,678882",2,5.0275,0.247
2024,2024-08-16,747001,669203,"681297,623993,683002,663624,656811,702616,656775,602104,543510",7,5.0255,0.25
2024,2024-08-16,745784,682610,"669364,669394,681146,660821,656537,672640,669065,682073,645305",5,5.1205,0.2605
2024,2024-08-16,745784,640455,"596019,668901,607043,502110,624413,621438,682626,643446,664056",4,5.0035,0.235
2024,2024-08-16,744974,680573,"622534,467793,596146,668904,669304,670242,650489,680777,666397",1,5.062,0.2565
2024,2024-08-16,744974,571760,"543760,608369,543257,666969,663993,673962,694671,608348,665750",8,5.0655,0.2465
2024,2024-08-16,746357,676979,"670032,673357,643217,683734,657757,686676,678246,666150,681460",9,5.006,0.2395
2024,2024-08-16,746357,681293,"514888,670541,673237,665161,605170,676694,701305,643289,572138",5,5.1095,0.2545
2024,2024-08-16,745949,668909,"680757,686823,608070,647304,681807,665926,678877,682177,666310",5,5.12,0.2515
2024,2024-08-16,745949,650644,"668930,694192,672012,661388,642715,669003,656555,686217,687401",4,5.0595,0.2505
2024,2024-08-16,745144,680736,"660271,605141,518692,606192,666158,669257,500743,595281,571771",3,5.002,0.246
2024,2024-08-16,745144,571945,"691026,575929,502054,571448,502671,680977,676475,686780,687363",7,5.0925,0.2665
2024,2024-08-16,746518,663362,"650333,595777,630105,592518,593428,701538,444482,673490,456781",6,5.072,0.262
2024,2024-08-16,746518,615698,"453568,678662,686668,641857,663898,669911,595909,607732,687597",5,5.088,0.256
2024,2024-08-16,746189,680885,"671739,663586,663897,621566,669221,606115,594807,657656,593160",8,5.0185,0.248
2024,2024-08-16,746189,667755,"621493,687263,694384,694359,681351,592273,666160,666176,605346",5,5.1145,0.2465
2024,2024-08-17,745463,622491,"645302,668227,677594,593871,457759,664238,670042,641598,660844",6,4.962,0.235
2024,2024-08-17,745463,663559,"643396,665833,663698,642133,650559,663647,572191,678225,669707",8,5.0645,0.2525
2024,2024-08-17,746434,607074,"650402,665742,592450,669224,519317,657077,683011,518934,665828",5,4.99,0.2455
2024,2024-08-17,746434,672456,"663837,628451,678009,690993,693307,679529,690291,595879,656716",5,5.077,0.2525
2024,2024-08-17,746841,605135,"543807,662139,665489,661531,676391,695238,694388,672642,680718",5,4.9675,0.251
2024,2024-08-17,746841,657006,"664023,683737,673548,641355,670623,663538,621020,691718,665804",3,5.0335,0.2525
2024,2024-08-17,745049,668678,"606466,664983,666971,605137,682998,553993,621028,672695,645444",3,4.9805,0.232
2024,2024-08-17,745049,605488,"650490,664040,666624,666139,691406,666185,676356,670764,656577",7,4.9895,0.2485
2024,2024-08-17,745785,676974,"669364,669394,660821,681146,656537,669065,672640,660644,663743",3,5.063,0.2465
2024,2024-08-17,745785,622663,"596019,668901,607043,502110,624413,621438,682626,643446,664056",8,5.025,0.2485
2024,2024-08-17,745537,669022,"669743,682928,660766,695578,665953,545121,656180,671277,696285",6,5.0165,0.25
2024,2024-08-17,745537,650911,"656941,607208,547180,664761,592206,592663,642215,624641,679032",4,4.967,0.2275
2024,2024-08-17,746675,608379,"672580,624428,686469,669004,592669,666023,641658,657557,680118",9,5.0785,0.2555
2024,2024-08-17,746675,666157,"669289,682829,663886,656413,666181,600869,571912,641584,682622",2,5.0635,0.24
2024,2024-08-17,746997,678394,"680776,608701,641933,646240,643376,663853,671213,807799,678882",6,4.943,0.228
2024,2024-08-17,746997,700249,"681297,623993,683002,656811,663624,702616,656775,650391,668939",6,5.0065,0.2495
2024,2024-08-17,744977,701581,"650489,663616,668904,669304,467793,596146,571657,543877,668885",6,5.044,0.254
2024,2024-08-17,744977,543135,"543760,608369,663993,666969,694671,673962,641680,608348,665750",6,4.978,0.2425
2024,2024-08-17,745626,806185,"666149,664774,671218,624424,656305,592192,672275,669477,687529",5,5.0185,0.246
2024,2024-08-17,745626,674370,"671732,667670,668709,609280,669127,663527,680869,687231,680474",6,5.118,0.261
2024,2024-08-17,746355,623167,"670032,673357,643217,683734,657757,672820,666150,642020,681460",1,5.0495,0.248
2024,2024-08-17,746355,686613,"514888,676801,673237,665161,572138,605170,676694,694376,643289",6,5.0075,0.2375
2024,2024-08-17,745140,676272,"660271,605141,518792,669257,666158,500743,681624,595281,571771",1,4.908,0.232
2024,2024-08-17,745140,669467,"691026,676475,575929,680977,571448,663457,502671,669357,687363",5,4.9765,0.2325
2024,2024-08-17,745952,676440,"680757,686823,608070,647304,657041,665926,671289,678877,595978",7,4.982,0.2415
2024,2024-08-17,745952,642547,"668930,694192,596142,661388,642715,641343,686217,669003,687401",3,5.0335,0.2455
2024,2024-08-17,746515,656302,"595777,456781,593428,592518,630105,673490,444482,669134,669369",5,4.933,0.226
2024,2024-08-17,746515,607536,"453568,678662,686668,641857,663898,669911,595909,687597,691011",3,5.017,0.247
2024,2024-08-17,746190,519242,"671739,663586,663897,621566,669221,657656,672284,606115,593160",10,5.0765,0.2545
2024,2024-08-17,746190,656288,"621493,687263,694384,607680,681351,592273,666176,683021,605346",3,5.0395,0.247
2024,2024-08-18,745786,678368,"669364,669394,681146,660821,656537,656896,665506,672640,663743",4,4.9915,0.2405
2024,2024-08-18,745786,621112,"596019,668901,682626,624413,664056,502110,578428,621438,643446",4,5.098,0.261
2024,2024-08-18,746999,676710,"680776,608701,671213,646240,641933,807799,681508,678882,643376",4,5.0705,0.2535
2024,2024-08-18,746999,544150,"681297,596103,683002,650391,668939,663624,702616,656775,602104",6,5.074,0.255
2024,2024-08-18,745464,669923,"645302,677594,663728,670042,664238,457759,686527,668942,660844",5,5.088,0.256
2024,2024-08-18,745464,663765,"675961,668804,665833,663698,642133,656582,572191,678225,669707",4,5.017,0.248
2024,2024-08-18,745539,663623,"682928,669743,695578,660688,671277,665953,545121,660766,696285",5,5.0765,0.2465
2024,2024-08-18,745539,592836,"656941,607208,664761,592206,681082,669016,624641,670276,596117",3,5.065,0.249
2024,2024-08-18,746676,663903,"672580,677951,686469,521692,592669,666023,624428,669004,664728",6,5.033,0.254
2024,2024-08-18,746676,671096,"663697,682829,668715,670770,600869,656413,669289,664034,571912",4,5.081,0.254
2024,2024-08-18,745051,518876,"672695,682998,666971,677942,664983,592626,553993,680728,621028",4,5.064,0.251
2024,2024-08-18,745051,656876,"666624,664040,676609,642350,691406,656577,676356,670764,666185",2,4.96,0.239
2024,2024-08-18,746359,681066,"670032,673357,643217,683734,686676,678246,672820,666150,605154",5,5.0845,0.2555
2024,2024-08-18,746359,664285,"514888,665161,673237,676694,694376,701305,643289,676801,694175",9,4.988,0.234
2024,2024-08-18,745948,594902,"680757,686823,608070,647304,657041,665926,678877,671289,595978",5,4.956,0.2365
2024,2024-08-18,745948,607067,"668930,694192,661388,642715,669003,656555,686217,687401,606992",5,5.0315,0.25
2024,2024-08-18,745139,477132,"660271,605141,666158,606192,500743,595281,571771,605131,605113",2,5.087,0.2625
2024,2024-08-18,745139,543243,"691026,575929,676475,571448,502671,680977,691023,667463,687363",6,5.01,0.2315
2024,2024-08-18,746838,670102,"543807,676391,665489,672642,695238,680718,676914,694388,661531",7,5.084,0.2475
2024,2024-08-18,746838,684007,"664023,623520,673548,641355,663538,621020,691718,643565,665804",6,5.0165,0.2545
2024,2024-08-18,744975,641154,"650489,669304,543877,680777,670242,467793,668885,596146,666397",3,5.0695,0.242
2024,2024-08-18,744975,641816,"543760,608369,669701,666969,663993,673962,608671,608348,665750",1,5.0445,0.2455
2024,2024-08-18,746516,605397,"650333,595777,630105,592518,593428,701538,444482,642180,669369",6,5.019,0.2445
2024,2024-08-18,746516,687134,"453568,663898,686668,641857,669911,607732,656541,687597,668845",2,5.0525,0.252
2024,2024-08-18,745621,605483,"666149,664774,671218,656305,666464,689172,573262,672275,687529",10,5.0065,0.2485
2024,2024-08-18,745621,676664,"647351,667670,668709,609280,669127,664913,680869,671732,680474",9,5.004,0.2325
2024,2024-08-18,746186,450203,"671739,663897,542303,621566,657656,672284,606115,669221,593160",7,5.0825,0.2405
2024,2024-08-18,746186,686799,"621493,687263,694384,607680,592273,681351,666176,666160,683021",0,5.0415,0.2515
2024,2024-08-18,746431,573186,"650402,665742,592450,663757,691176,669224,683011,700250,665828",5,5.0655,0.258
2024,2024-08-18,746431,669373,"678009,682985,663837,681481,690993,679529,690291,700242,656716",5,5.005,0.2495
2024,2024-08-19,746027,694297,"682998,664983,592626,666971,656976,680728,553993,672695,621028",4,5.042,0.253
2024,2024-08-19,746027,670124,"669364,669394,681146,660821,656537,681393,672640,669065,663743",2,5.0985,0.258
2024,2024-08-19,744898,687924,"663697,682829,663886,670770,668715,600869,656413,641584,669289",2,5.0185,0.2365
2024,2024-08-19,744898,592332,"543807,662139,665489,687462,672386,695238,676391,676914,680718",5,5.164,0.266
2024,2024-08-19,745780,669432,"656775,668939,683002,623993,663624,656811,681297,602104,702616",5,5.029,0.247
2024,2024-08-19,745780,656849,"596019,668901,502110,624413,516782,608385,682626,621438,664056",8,5.014,0.2445
2024,2024-08-19,744976,682847,"643396,668804,665833,663698,642133,518735,641856,669707,678225",7,5.0085,0.248
2024,2024-08-19,744976,641540,"543760,608369,669701,666969,663993,673962,694671,641680,665750",4,5.0445,0.2525
2024,2024-08-19,746351,656557,"680776,641933,608701,646240,663853,643376,671213,807799,678882",8,5.018,0.2445
2024,2024-08-19,746351,579328,"514888,670541,673237,665161,701305,676694,676801,643289,694376",7,5.0665,0.244
2024,2024-08-19,746270,608334,"621493,687263,694384,607680,543685,681351,592273,666160,666176",4,5.055,0.2585
2024,2024-08-19,746270,607625,"672580,677951,686469,521692,669004,666023,641658,657557,664728",8,4.941,0.233
2024,2024-08-19,745620,671737,"650490,664040,676609,666139,691406,666185,642350,670764,656577",2,4.96,0.237
2024,2024-08-19,745620,671212,"671732,667670,668709,609280,669127,664913,647351,680869,680474",6,4.9675,0.2415
2024,2024-08-19,745380,805673,"650489,622534,668904,680777,467793,596146,666397,543877,669304",1,5.066,0.2565
2024,2024-08-19,745380,650633,"650333,595777,630105,592518,593428,701538,669369,543309,642180",6,5.01,0.243
2024,2024-08-19,745294,686563,"670032,673357,683734,686676,678246,657757,666150,643217,681460",4,5.005,0.243
2024,2024-08-19,745294,690986,"666149,664774,671218,624424,656305,573262,642731,687529,592200",5,5.0675,0.2535
2024,2024-08-19,746109,693433,"645302,668227,663728,677594,593871,670042,457759,668942,660844",5,5.067,0.254
2024,2024-08-19,746109,694813,"660271,605141,518692,606192,666158,669257,571970,500743,669242",10,4.985,0.2255
2024,2024-08-20,746029,593958,"682998,672695,545341,656976,666971,664983,553993,621028,645444",5,5.1,0.251
2024,2024-08-20,746029,665795,"669364,669394,681146,656537,681393,672640,660821,669065,660644",3,5.1005,0.26
2024,2024-08-20,744814,596295,"453568,678662,686668,641857,663898,669911,666134,687597,691011",5,4.962,0.2345
2024,2024-08-20,744814,687792,"669743,682928,665953,695578,608336,683083,660688,677588,696285",7,5.0215,0.237
2024,2024-08-20,745707,571510,"680757,608070,671289,681807,678877,665926,595978,657041,677587",2,4.963,0.2425
2024,2024-08-20,745707,661563,"650402,665742,592450,663757,657077,669224,683011,518934,665828",3,5.1455,0.2655
2024,2024-08-20,744896,686730,"663697,656413,663886,666181,668715,664034,641584,682622,669289",3,5.0225,0.2505
2024,2024-08-20,744896,621244,"543807,672642,676914,695238,672386,687462,694388,677870,680718",7,4.964,0.24
2024,2024-08-20,745782,665152,"656775,663624,683002,623993,650391,681297,602104,543510,702616",7,5.091,0.248
2024,2024-08-20,745782,500779,"596019,668901,607043,502110,624413,664056,682626,643446,621438",3,4.9665,0.246
2024,2024-08-20,747083,554430,"656941,607208,547180,664761,592206,681082,592663,669016,679032",8,5.0425,0.2475
2024,2024-08-20,747083,625643,"671739,657656,542303,621566,669221,594807,606115,570482,593160",10,5.0245,0.2545
2024,2024-08-20,745136,593423,"668930,694192,669003,661388,642715,596142,656555,686217,687401",3,4.9805,0.234
2024,2024-08-20,745136,607200,"691026,502054,575929,680977,571448,663457,502671,669357,681517",2,5.1555,0.258
2024,2024-08-20,746839,656412,"678009,682985,663837,628451,690993,679529,690291,693307,595879",1,4.978,0.2435
2024,2024-08-20,746839,665871,"664023,683737,673548,641355,670623,663538,621020,691718,665804",7,4.9965,0.2495
2024,2024-08-20,744978,656605,"643396,668804,663698,642133,650559,665833,669707,572191,675961",9,5.0675,0.269
2024,2024-08-20,744978,674003,"543760,608369,669701,666969,663993,673962,641680,608348,665750",8,5.0485,0.244
2024,2024-08-20,746349,601713,"680776,608701,671213,646240,641933,807799,643376,666152,678882",2,5.173,0.2665
2024,2024-08-20,746349,669854,"514888,670541,673237,665161,572138,643289,676694,694376,605170",6,5.027,0.243
2024,2024-08-20,746266,542881,"621493,687263,694384,607680,681351,543685,592273,666176,605346",2,5.063,0.245
2024,2024-08-20,746266,666142,"686681,677951,686469,521692,592669,666023,657557,680118,669004",9,5.029,0.2455
2024,2024-08-20,745624,669358,"650490,664040,666624,676609,666139,676356,670764,542963,642350",4,5.016,0.238
2024,2024-08-20,745624,683155,"671732,667670,668709,609280,669127,664913,647351,680869,687231",5,5.0365,0.256
2024,2024-08-20,745374,641927,"663616,668904,467793,666397,669304,543877,650489,596146,668885",5,4.9985,0.2475
2024,2024-08-20,745374,527048,"650333,595777,630105,592518,593428,701538,669369,669134,456781",2,5.1565,0.2685
2024,2024-08-20,745295,663436,"672820,673357,643217,683734,657757,686676,678246,666150,681460",5,5.028,0.254
2024,2024-08-20,745295,592662,"666149,664774,671218,592192,656305,573262,642731,687529,592200",9,4.9515,0.2305
2024,2024-08-20,746107,682243,"686527,677594,663728,457759,668227,664238,571745,668942,660844",5,4.9845,0.2385
2024,2024-08-20,746107,621111,"660271,605141,518692,606192,666158,669257,571970,669242,518792",1,5.0205,0.242
2024,2024-08-21,745781,608344,"656775,668939,683002,623993,663624,650391,681297,602104,702616",2,5.041,0.2535
2024,2024-08-21,745781,640455,"596019,668901,502110,607043,624413,516782,578428,682626,608385",9,4.9695,0.236
2024,2024-08-21,746350,681867,"680776,677800,671213,646240,608701,807799,657136,666152,678882",4,5.0485,0.246
2024,2024-08-21,746350,434378,"608324,670541,673237,665161,605170,676694,643289,701305,663550",6,5.074,0.258
2024,2024-08-21,744973,593334,"643396,668804,678225,642133,650559,665833,669707,518735,641856",4,5.1155,0.2665
2024,2024-08-21,744973,571760,"543760,608369,677649,666969,663993,673962,694671,608671,543257",8,4.9205,0.238
2024,2024-08-21,745297,676979,"670032,673357,643217,667452,657757,686676,672820,666150,681460",4,5.007,0.2425
2024,2024-08-21,745297,657277,"666149,592192,671218,656305,573262,642731,624424,592200,687529",6,5.0975,0.2565
2024,2024-08-21,745375,680573,"622534,663616,668904,670242,571657,669304,666397,543877,668885",7,5.093,0.252
2024,2024-08-21,745375,663362,"650333,456781,630105,669369,669200,701538,669134,543309,642180",3,4.9515,0.2265
2024,2024-08-21,746028,656756,"682998,664983,592626,621028,645444,666971,553993,641645,672695",4,5.0675,0.2595
