season,date,game_pk,pitcher_id,lineup_ids,actual_k,exp_k,p_k_≥6.5
2024,2024-05-22,745089,686752,"650490,676356,668227,664040,670623,666018,676609,680700,666163",3,5.019,0.252
2024,2024-05-22,745743,682243,"641487,677594,641598,663728,664238,664034,593871,571745,670042",4,5.091,0.2545
2024,2024-05-22,745743,641482,"683011,665742,592450,657077,519317,519203,650402,669224,665828",6,4.991,0.2305
2024,2024-05-22,744933,680897,"502054,670032,657757,657557,643217,666150,621545,676113,455117",0,5.039,0.2455
2024,2024-05-22,744933,605135,"676914,662139,665489,676391,596129,624415,672386,595281,643396",4,5.095,0.2545
2024,2024-05-22,746876,608331,"660670,645277,542303,621566,518595,606115,671739,594807,670097",9,5.0675,0.25
2024,2024-05-22,746876,657006,"676679,673548,641355,666624,621550,683737,664023,663611,665804",5,5.139,0.263
2024,2024-05-22,745661,596295,"595909,678662,641857,607732,663898,592178,686668,687597,696100",6,5.0055,0.247
2024,2024-05-22,745661,687765,"647351,668709,691016,669127,664913,680869,663527,668832,680474",4,5.0725,0.255
2024,2024-05-22,746143,676714,"682998,606466,677942,572233,666971,664983,553993,672515,621028",0,5.023,0.2555
2024,2024-05-22,746143,607192,"605141,660271,518692,678246,621035,666158,681624,518792,605131",6,4.966,0.2375
2024,2024-05-23,745500,669062,"682641,664774,642731,656305,624585,682617,671218,672275,689172",3,5.043,0.25
2024,2024-05-23,745500,694973,"457705,668804,656582,665833,693304,669707,642133,518735,678225",3,5.1285,0.259
2024,2024-05-23,745741,622491,"641487,664238,670042,641598,571745,677594,593871,664034,664874",3,5.0725,0.25
2024,2024-05-23,745741,661563,"683011,665742,592450,657077,663330,519203,650402,665828,669224",8,5.096,0.242
2024,2024-05-23,745573,571760,"543760,543257,669701,666969,656537,663993,665750,677649,641680",1,5.065,0.2535
2024,2024-05-23,745573,554430,"656941,592663,547180,664761,592206,681082,624641,593160,665506",5,4.952,0.2295
2024,2024-05-23,746714,663362,"650333,665487,595777,630105,592518,640492,701538,673490,669134",7,5.0205,0.2505
2024,2024-05-23,746714,593423,"656413,682829,641584,645801,668715,605361,663697,571912,666181",3,5.069,0.266
2024,2024-05-23,746874,700363,"660670,645277,542303,621566,606115,671739,672284,644433,670097",4,5.006,0.2405
2024,2024-05-23,746874,676962,"643565,673548,641355,666624,664023,663538,683737,621020,543228",6,5.0875,0.252
2024,2024-05-23,745660,663372,"678662,595909,641857,453568,686668,663898,592178,663567,553869",6,5.0095,0.2385
2024,2024-05-23,745660,683155,"647351,668709,667670,664913,605204,680869,668832,691016,680474",6,5.1455,0.2565
2024,2024-05-23,746474,592332,"676914,643376,665489,666182,676391,543807,662139,643396,595281",10,5.009,0.2335
2024,2024-05-23,746474,656427,"628451,663837,672761,681481,570482,679529,690993,595879,608348",9,5.0705,0.258
2024,2024-05-23,746792,680570,"683002,668939,669720,669065,676059,681297,663624,656775,622761",7,5.058,0.241
2024,2024-05-23,746792,605182,"502054,670032,683734,621545,676113,643217,686676,667452,664901",5,5.0815,0.2535
2024,2024-05-24,746475,666201,"672386,643376,665489,666182,457759,543807,676391,643396,676914",4,5.1025,0.2475
2024,2024-05-24,746475,628317,"672761,682985,592192,681481,663837,690993,679529,656716,608348",1,4.9915,0.238
2024,2024-05-24,745501,678061,"660670,645277,542303,621566,518595,606115,671739,594807,670097",6,4.9765,0.244
2024,2024-05-24,745501,663559,"457705,668804,656582,658668,693304,669707,675961,518735,572191",4,5.1055,0.259
2024,2024-05-24,744853,669923,"641487,664238,641598,663728,664034,677594,571745,593871,686527",3,5.0155,0.244
2024,2024-05-24,744853,669022,"682928,592696,608841,671277,608385,660688,669222,608336,696285",8,5.068,0.253
2024,2024-05-24,745087,607625,"672580,677951,686469,521692,664728,666023,676369,592669,641658",3,4.993,0.257
2024,2024-05-24,745087,542888,"650490,664040,676356,670623,666018,668227,676609,656577,642350",3,4.9465,0.2335
2024,2024-05-24,746713,572020,"605141,660271,518692,669257,606192,571771,621035,681624,518792",4,4.9575,0.2345
2024,2024-05-24,746713,668933,"656413,682829,600869,668715,663886,669289,605361,663697,674441",3,5.0295,0.2495
2024,2024-05-24,745822,690986,"682641,664774,642731,656305,672275,624585,671218,573262,682617",6,5.1955,0.266
2024,2024-05-24,745822,681035,"596019,621438,607043,502110,668901,516782,643446,621466,683146",4,5.052,0.2585
2024,2024-05-24,745905,570632,"543760,608369,669701,666969,665750,663993,641680,543257,608671",6,5.064,0.2495
2024,2024-05-24,745905,641927,"571657,621043,680777,596146,621439,467793,622534,650489,543877",5,5.1075,0.2595
2024,2024-05-24,746956,657649,"668930,661388,592885,642715,641343,687401,686217,694192,663368",1,5.0745,0.255
2024,2024-05-24,746956,676710,"680776,608701,657136,646240,641933,643265,687093,666152,678882",4,5.085,0.2565
2024,2024-05-24,746793,669203,"683002,676059,656811,663624,623993,681297,669065,622761,543510",6,5.027,0.241
2024,2024-05-24,746793,623167,"502054,683734,657757,657557,667452,686676,643217,676113,670032",2,5.0875,0.2495
2024,2024-05-24,746558,650911,"656941,592663,679032,664761,592206,681082,669016,593160,665019",2,5.0995,0.261
2024,2024-05-24,746558,621389,"678662,663898,553869,592178,660707,686668,687597,595909,641857",2,4.9645,0.222
2024,2024-05-24,746227,671106,"671289,665926,608070,647304,681807,671286,672356,700932,677587",7,5.061,0.244
2024,2024-05-24,746227,663776,"694384,650859,621493,666160,681351,666176,641432,657061,677347",4,5.078,0.259
2024,2024-05-24,745663,434378,"514888,663656,670541,608324,665161,572138,676694,673237,676801",9,5.0835,0.253
2024,2024-05-24,745663,548389,"647351,668709,667670,609280,669127,680869,664913,605204,680474",3,4.9115,0.218
2024,2024-05-24,747200,666129,"665862,650559,656896,660821,669394,624503,641313,672640,663743",6,5.0625,0.243
2024,2024-05-24,747200,668678,"606466,682998,666971,572233,545341,553993,672515,677942,621028",5,5.1635,0.2705
2024,2024-05-24,745415,607074,"683011,665742,663757,657077,519317,519203,650402,669224,665828",2,5.037,0.242
2024,2024-05-24,745415,506433,"650333,640492,642180,444482,630105,456781,669134,701538,673490",5,5.0435,0.2425
2024,2024-05-25,746470,621244,"676914,457759,665489,666182,543807,672386,643396,676391,643376",5,5.046,0.246
2024,2024-05-25,746470,681857,"672761,682985,592192,681481,570482,690993,595879,656716,668670",4,4.985,0.2345
2024,2024-05-25,745823,663855,"682641,642731,672275,656305,663630,573262,682617,592200,689172",8,4.973,0.235
2024,2024-05-25,745823,622663,"596019,624413,607043,502110,664056,516782,643446,683146,621512",6,5.0215,0.243
2024,2024-05-25,745901,547179,"543760,608369,669701,666969,665750,663993,641680,608671,694497",4,5.038,0.2585
2024,2024-05-25,745901,663978,"666397,621043,622534,596146,621439,680777,666135,467793,650489",3,5.0325,0.263
2024,2024-05-25,746794,544150,"683002,668939,669720,663624,623993,681297,676059,669065,622761",3,4.9685,0.242
2024,2024-05-25,746794,607200,"502054,683734,657757,667452,657557,682868,643217,664901,686676",6,5.1365,0.261
2024,2024-05-25,744851,669302,"641487,664238,670042,663728,641598,677594,664034,593871,668942",4,4.9565,0.2225
2024,2024-05-25,744851,592866,"682928,592696,608841,671277,645302,660688,545121,608336,696285",8,5.046,0.249
2024,2024-05-25,745493,625643,"660670,645277,542303,621566,606115,671739,672284,518595,594807",3,5.0395,0.2495
2024,2024-05-25,745493,656605,"457705,668804,656582,665833,693304,572191,518735,669707,678225",4,5.043,0.252
2024,2024-05-25,745658,681293,"514888,663656,670541,608324,665161,676694,673237,572138,643289",7,4.9875,0.235
2024,2024-05-25,745658,676664,"647351,668709,667670,664913,669127,691016,680869,663662,680474",1,5.0585,0.2535
2024,2024-05-25,745086,663903,"672580,677951,686469,666023,676369,624428,641658,592669,680118",3,5.0395,0.2565
2024,2024-05-25,745086,650644,"680700,623912,670623,650490,676356,676609,668227,642708,642350",5,5.037,0.2515
2024,2024-05-25,746958,657649,"668930,661388,592885,642715,641343,596142,686217,687401,663368",3,5.0435,0.252
2024,2024-05-25,746958,601713,"680776,657136,608701,646240,663853,643265,642086,678882,666152",3,4.974,0.2255
2024,2024-05-25,746710,621111,"605141,660271,518692,669257,606192,666158,518792,571771,621035",4,5.0515,0.25
2024,2024-05-25,746710,668881,"674441,682829,668715,641584,663886,645801,663697,656413,669289",5,5.1125,0.2665
2024,2024-05-25,745176,592791,"643565,673548,641355,666624,663538,683737,621020,663611,664023",3,5.001,0.254
2024,2024-05-25,745176,571945,"680977,663457,502671,571448,676475,669357,671056,691026,666185",6,5.0035,0.239
2024,2024-05-25,746556,605400,"656941,681082,547180,664761,592206,669016,624641,596117,665506",5,4.8995,0.2215
2024,2024-05-25,746556,641712,"453568,678662,641857,592178,663898,595909,686668,607732,696100",2,5.06,0.2495
2024,2024-05-25,746226,676440,"671289,665926,608070,647304,686823,700932,664314,666310,677587",6,4.992,0.2445
2024,2024-05-25,746226,667755,"694384,650859,621493,641432,681351,666176,666160,687263,677347",8,5.0695,0.2525
2024,2024-05-25,745411,573186,"683011,665742,592450,657077,519317,519203,650402,669224,665828",5,5.0625,0.251
2024,2024-05-25,745411,656302,"650333,665487,595777,630105,592518,444482,701538,669134,673490",9,4.9715,0.2395
2024,2024-05-25,747199,664350,"660821,650559,605137,669394,656896,665862,641313,672640,624503",2,5.048,0.251
2024,2024-05-25,747199,656756,"682998,606466,592626,572233,666971,664983,553993,571466,621028",4,4.9815,0.2355
2024,2024-05-26,746469,579328,"676914,643376,665489,666182,595281,662139,643396,676391,624415",0,5.032,0.255
2024,2024-05-26,746469,663554,"663837,690993,592192,669438,608348,679529,672761,595879,681481",0,5.08,0.2675
2024,2024-05-26,746711,808967,"605141,660271,518692,606192,681624,666158,518792,571771,605131",8,5.0365,0.251
2024,2024-05-26,746711,608718,"674441,682829,668715,641584,663697,605361,669289,571912,656413",0,5.0725,0.255
2024,2024-05-26,744855,693433,"641487,664238,677594,641598,664034,571745,668942,670042,663728",1,5.055,0.2535
2024,2024-05-26,744855,571578,"682928,592696,608841,671277,545121,696285,608336,660688,608385",4,5.0765,0.2555
2024,2024-05-26,745498,519242,"672284,645277,542303,621566,518595,594807,606115,671739,670097",8,5.0195,0.249
2024,2024-05-26,745498,527048,"457705,668804,656582,693304,658668,669707,518735,572191,678225",2,5.0025,0.2445
2024,2024-05-26,746957,668964,"668930,661388,592885,642715,641343,596142,686217,686554,663368",4,4.9935,0.2415
2024,2024-05-26,746957,656557,"680776,677800,643265,646240,642086,624512,687093,666152,678882",7,4.9565,0.2365
2024,2024-05-26,745824,657277,"682641,642731,672275,656305,527038,624585,671218,573262,689172",8,5.024,0.2455
2024,2024-05-26,745824,640455,"596019,624413,607043,516782,621466,643446,664056,683146,553882",6,5.008,0.2415
2024,2024-05-26,745088,608379,"672580,677951,686469,521692,676369,624428,666023,679845,641658",7,4.966,0.224
2024,2024-05-26,745088,671737,"650490,676356,623912,670623,668227,666163,664040,680700,642350",6,5.0115,0.2505
2024,2024-05-26,745902,642520,"543760,608369,669701,666969,665750,663993,641680,677649,608671",2,4.988,0.239
2024,2024-05-26,745902,641154,"622534,650489,621043,596146,680777,669304,467793,571657,543877",6,4.981,0.238
2024,2024-05-26,746789,680694,"676059,668939,663624,683002,656775,669720,622761,543510,681297",11,5.065,0.244
2024,2024-05-26,746789,676979,"502054,683734,657757,667452,686676,682868,664901,621545,657557",11,5.0335,0.2395
2024,2024-05-26,746557,624133,"656941,592663,547180,664761,681082,592206,669016,624641,665019",9,4.9385,0.23
2024,2024-05-26,746557,615698,"678662,663898,641857,553869,592178,686668,453568,660707,595909",5,5.038,0.2525
2024,2024-05-26,746230,594902,"671289,665926,608070,647304,681807,686823,672356,595978,677587",5,5.107,0.2555
2024,2024-05-26,746230,672282,"694384,650859,621493,607680,666176,666160,687263,681351,641432",8,5.0665,0.2505
2024,2024-05-26,745653,669854,"514888,663656,670541,608324,665161,572138,676694,673237,643289",6,5.047,0.236
2024,2024-05-26,745653,605156,"647351,668709,609280,669127,663527,605204,668832,680869,680474",1,5.0105,0.2435
2024,2024-05-26,747197,677960,"660821,624503,605137,669394,656896,665862,641313,660644,663743",7,5.0435,0.248
2024,2024-05-26,747197,686796,"606466,682998,666971,572233,545341,672515,553993,677942,621028",4,4.992,0.247
2024,2024-05-26,745413,657376,"683011,665742,592450,657077,519317,675656,650402,624431,665828",6,5.125,0.2635
2024,2024-05-26,745413,605397,"650333,665487,640492,630105,592518,456781,701538,673490,669134",5,5.072,0.2395
2024,2024-05-26,745172,665871,"643565,673548,641355,666624,663538,664023,621020,683737,663611",8,4.9825,0.2415
2024,2024-05-26,745172,543243,"680977,666185,502671,571448,572761,669357,671056,691026,672279",8,5.0195,0.2455
2024,2024-05-27,747034,681867,"680776,608701,657136,666152,643265,663853,687093,642086,678882",2,5.12,0.264
2024,2024-05-27,747034,608344,"602104,668939,656811,663624,681297,676059,669065,656775,622761",6,5.026,0.25
2024,2024-05-27,745904,679525,"672580,677951,686469,521692,676369,624428,592669,669004,680118",7,5.0205,0.2455
2024,2024-05-27,745904,657746,"663616,621043,596146,680777,666135,621439,650489,666397,622534",9,4.9705,0.243
2024,2024-05-27,746788,605135,"595281,643376,665489,666182,457759,662139,543807,643396,624415",7,5.1065,0.2515
2024,2024-05-27,746788,680897,"502054,682868,657757,683734,643217,657557,667452,664901,686676",5,4.9765,0.237
2024,2024-05-27,746549,675540,"671289,665926,608070,647304,681807,700932,664314,666310,677587",3,4.958,0.233
2024,2024-05-27,746549,683627,"595909,678662,641857,553869,592178,663898,686668,656248,660707",0,5.0085,0.2385
2024,2024-05-27,746708,458681,"691026,676475,502671,671056,571448,666185,669357,686780,680977",5,5.029,0.2495
2024,2024-05-27,746708,666157,"669289,682829,600869,668715,641584,663886,605361,663697,656413",3,5.0,0.245
2024,2024-05-27,747118,680730,"682928,657041,671277,592696,660688,608385,669222,608336,696285",6,5.007,0.2385
2024,2024-05-27,747118,450203,"645277,663586,542303,621566,669221,594807,671739,606115,672284",7,5.052,0.239
2024,2024-05-27,745986,657006,"663538,673548,641355,666624,621550,621020,664023,663611,665804",8,5.0895,0.255
2024,2024-05-27,745986,688107,"661388,592885,642715,596142,687401,694192,641343,686217,668930",7,5.1295,0.2575
2024,2024-05-27,745338,592836,"656941,592663,547180,664761,592206,624641,681082,669016,665019",4,4.9115,0.227
2024,2024-05-27,745338,605483,"682641,527038,642731,656305,672275,624585,573262,671218,689172",7,4.97,0.237
2024,2024-05-27,745416,669432,"665862,650559,605137,660821,669394,667472,641313,672640,542194",3,5.009,0.234
2024,2024-05-27,745416,650633,"650333,665487,640492,592518,630105,444482,669134,701538,673490",7,5.035,0.243
2024,2024-05-27,745254,664285,"514888,663656,670541,608324,665161,676694,572138,547989,605170",4,5.1495,0.2615
2024,2024-05-27,745254,682243,"641487,664238,677594,641598,663728,664034,670042,686527,668942",6,5.018,0.254
2024,2024-05-28,745818,607192,"605141,660271,518692,669257,606192,666158,621035,518792,681624",8,5.0085,0.244
2024,2024-05-28,745818,656731,"596019,516782,607043,502110,664056,668901,643446,683146,621512",9,5.087,0.2555
2024,2024-05-28,745816,694813,"605141,669257,518692,606192,571771,681624,518792,500743,605131",7,5.067,0.2515
2024,2024-05-28,745816,500779,"596019,624413,607043,621466,516782,668901,643446,664056,621512",3,4.957,0.236
2024,2024-05-28,747033,678394,"680776,663853,608701,646240,657136,642086,687093,666152,678882",7,5.0265,0.242
2024,2024-05-28,747033,680570,"683002,668939,656811,681297,623993,676059,663624,669720,622761",10,4.949,0.2435
2024,2024-05-28,746709,502043,"691026,663457,502671,671056,571448,676475,666185,669357,672279",6,5.0775,0.247
2024,2024-05-28,746709,671096,"674441,682829,600869,668715,641584,663886,605361,663697,645801",3,5.0715,0.246
2024,2024-05-28,745091,687765,"647351,668709,667670,609280,669127,664913,691016,680869,680474",4,4.974,0.2335
2024,2024-05-28,745091,641793,"680700,650490,664040,670623,666018,668227,676356,666163,676609",9,5.0575,0.2485
2024,2024-05-28,747115,663623,"682928,657041,592696,669222,660688,608385,545121,656180,696285",10,5.05,0.2555
2024,2024-05-28,747115,608331,"671739,663586,542303,621566,645277,669221,672284,594807,606115",6,5.022,0.2425
2024,2024-05-28,745903,666142,"672580,677951,521692,680118,669004,679845,592669,641658,664728",7,5.158,0.2685
2024,2024-05-28,745903,680573,"596146,621043,680777,669304,621439,650489,666397,467793,543877",4,5.038,0.236
2024,2024-05-28,746791,592332,"676914,643376,665489,666182,457759,662139,543807,643396,595281",3,4.9375,0.236
2024,2024-05-28,746791,663765,"502054,621545,664901,683734,643217,686676,657557,667452,682868",4,5.001,0.2475
2024,2024-05-28,745987,676962,"643565,673548,641355,663611,664023,663538,683737,621020,543228",10,5.067,0.256
2024,2024-05-28,745987,642547,"668930,661388,592885,642715,641343,687401,686217,680911,655316",11,5.0535,0.2475
2024,2024-05-28,745017,694297,"682998,606466,592626,572233,666971,664983,677942,545341,621028",5,5.051,0.256
2024,2024-05-28,745017,543135,"543760,608369,669701,666969,665750,663993,694671,641680,608671",2,4.9445,0.233
2024,2024-05-28,746552,663474,"671289,665926,608070,647304,681807,700932,686823,666310,672356",9,5.0915,0.255
2024,2024-05-28,746552,663372,"453568,678662,641857,553869,592178,663898,686668,656248,660707",1,4.898,0.2205
2024,2024-05-28,746229,641482,"683011,665742,592450,657077,519317,519203,650402,669224,518934",4,4.9975,0.235
2024,2024-05-28,746229,656288,"694384,650859,621493,607680,681351,666176,687263,666160,641645",5,5.0205,0.2505
2024,2024-05-28,745258,686613,"514888,663656,670541,665161,608324,676694,572138,547989,673237",9,5.098,0.254
2024,2024-05-28,745258,622491,"641487,668942,677594,663728,670042,664034,686527,682729,669208",6,5.1435,0.2605
2024,2024-05-28,745412,666200,"665862,650559,605137,660821,669394,624503,641313,672640,663743",4,5.0815,0.2585
2024,2024-05-28,745412,663362,"650333,665487,701538,592518,630105,456781,673490,640492,543309",8,5.0805,0.255
2024,2024-05-28,745337,554430,"656941,592663,547180,592206,681082,624641,669016,665019,665506",9,5.0305,0.247
2024,2024-05-28,745337,669062,"682641,573262,642731,656305,672275,624585,666149,671218,527038",2,4.9265,0.2425
2024,2024-05-29,746467,683003,"457705,678225,642133,667428,663647,693304,518735,572191,675961",2,5.066,0.256
2024,2024-05-29,746467,669373,"672761,668731,682985,592192,570482,690993,679529,595879,668670",8,4.959,0.2325
2024,2024-05-29,746468,694973,"457705,668804,656582,665833,693304,642133,669707,678225,667428",9,5.0265,0.2435
2024,2024-05-29,746468,672456,"672761,682985,663837,592192,690993,628451,679529,570482,608348",5,5.076,0.2565
2024,2024-05-29,746706,669467,"680977,666185,502671,676475,669357,671056,572761,691026,672279",4,4.9805,0.234
2024,2024-05-29,746706,593423,"670770,682829,600869,641584,668715,605361,663697,674441,663886",5,5.0035,0.248
2024,2024-05-29,745011,669194,"682998,606466,545341,572233,666971,664983,677942,672515,621028",3,5.0545,0.25
2024,2024-05-29,745011,641540,"608671,608369,669701,666969,665750,663993,694671,641680,677649",6,5.013,0.2575
2024,2024-05-29,745333,650911,"656941,624641,547180,664761,592206,681082,593160,596117,665506",7,5.031,0.237
2024,2024-05-29,745333,690986,"682641,689172,642731,656305,527038,624585,671218,670092,592200",5,5.157,0.272
2024,2024-05-29,745817,572020,"605141,660271,518692,669257,606192,518792,666158,500743,621035",3,4.991,0.2415
2024,2024-05-29,745817,656849,"596019,683146,502110,668901,516782,607043,643446,664056,621512",3,5.1545,0.27
2024,2024-05-29,745414,666129,"667472,650559,656896,660821,669394,624503,672640,660644,663743",2,5.0765,0.2585
2024,2024-05-29,745414,506433,"650333,665487,595777,592518,630105,456781,669134,640492,673490",2,5.1,0.269
2024,2024-05-29,747031,676710,"663853,665839,608701,646240,657136,642086,687093,666152,678882",5,5.0165,0.2385
2024,2024-05-29,747031,669203,"683002,663624,656811,681297,623993,656775,622761,602104,543510",5,5.0425,0.2455
2024,2024-05-29,745084,683155,"647351,668709,667670,609280,669127,663662,680869,649557,680474",5,5.0995,0.265
2024,2024-05-29,745084,686752,"680700,650490,670623,676609,676356,668227,642708,656577,642350",7,5.0785,0.2575
2024,2024-05-29,747117,669022,"682928,657041,608385,671277,660688,592696,545121,608336,696285",10,4.982,0.2305
2024,2024-05-29,747117,680885,"645277,663586,542303,621566,518595,594807,671739,606115,672284",5,5.0545,0.257
2024,2024-05-29,745900,607625,"672580,677951,521692,624428,676369,679845,669004,592669,664728",5,5.0245,0.25
2024,2024-05-29,745900,641927,"622534,621043,621439,596146,680777,666397,650489,467793,669304",4,5.105,0.2515
2024,2024-05-29,746790,666201,"676914,662139,665489,666182,624415,543807,672386,643396,595281",3,5.0135,0.243
2024,2024-05-29,746790,623167,"667452,670032,657757,683734,686676,657557,666150,682868,656629",6,5.0385,0.242
2024,2024-05-29,745988,684007,"643565,673548,641355,666624,664023,663538,621550,621020,543228",1,5.0735,0.2465
2024,2024-05-29,745988,669060,"687401,661388,592885,642715,596142,641343,663368,694192,668930",1,4.9645,0.234
2024,2024-05-29,746551,671106,"671289,665926,608070,647304,681807,671286,700932,686823,677587",1,5.0915,0.2525
2024,2024-05-29,746551,621389,"678662,663898,641857,553869,660707,686668,607732,656248,595909",5,4.9525,0.2355
2024,2024-05-29,746228,661563,"683011,665742,592450,519317,657077,650402,519203,624431,518934",9,5.0345,0.2525
2024,2024-05-29,746228,542881,"694384,650859,621493,641432,681351,666176,666160,687263,641645",4,5.0825,0.25
2024,2024-05-29,745250,434378,"514888,663656,670541,665161,608324,676694,643289,676801,605170",9,4.9755,0.2375
2024,2024-05-29,745250,669923,"641487,664238,677594,664034,669208,682729,686527,663728,670042",8,5.016,0.2495
2024,2024-05-30,745081,663687,"647351,668709,691016,609280,669127,663662,680869,664913,680474",7,5.0285,0.246
2024,2024-05-30,745081,542888,"680700,668227,664040,670623,676356,642350,642708,676609,666163",1,5.025,0.2545
2024,2024-05-30,745898,663738,"672580,677951,686469,521692,676369,679845,669004,624428,664728",2,4.955,0.2335
2024,2024-05-30,745898,663978,"622534,621043,680777,666397,621439,650489,596146,467793,543877",4,5.0195,0.2515
2024,2024-05-30,745985,592791,"643565,664023,641355,663611,683737,663538,621020,673548,621550",4,4.91,0.226
2024,2024-05-30,745985,607067,"668930,661388,592885,642715,680911,596142,686217,687401,663368",5,4.986,0.228
2024,2024-05-30,745249,681293,"514888,663656,676801,665161,608324,676694,605170,547989,643289",8,5.0235,0.245
2024,2024-05-30,745249,669302,"641487,668942,677594,663728,664034,686527,571745,641598,664238",5,5.03,0.252
2024,2024-05-30,746954,656427,"663837,682985,592192,570482,690993,668731,679529,595879,608348",9,4.9595,0.2295
2024,2024-05-30,746954,601713,"680776,678882,608701,646240,657136,665839,624512,642086,663853",9,5.034,0.253
2024,2024-05-30,745819,668678,"682998,606466,545341,677942,666971,656976,664983,672515,621028",0,5.0455,0.2475
2024,2024-05-30,745819,681035,"596019,621512,607043,502110,516782,643446,668901,624413,664056",4,5.021,0.2465
2024,2024-05-30,747114,592866,"682928,657041,608336,608385,660688,669222,545121,592696,696285",4,5.093,0.2525
2024,2024-05-30,747114,678061,"671739,663586,542303,621566,645277,606115,669221,594807,672284",7,5.084,0.2605
2024,2024-05-30,746225,607074,"683011,665742,592450,519317,657077,518934,650402,624431,665828",5,5.1295,0.2695
2024,2024-05-30,746225,663776,"694384,650859,621493,607680,681351,666176,687263,641432,677347",7,5.0165,0.2505
2024,2024-05-31,746877,668933,"670770,682829,600869,668715,641584,663886,656413,674441,669289",4,5.1755,0.2695
2024,2024-05-31,746877,665871,"663611,673548,641355,666624,664023,663538,621020,691718,683737",7,5.0775,0.248
2024,2024-05-31,745574,571945,"665877,676475,502671,669357,571448,671056,691026,666185,672279",5,5.1075,0.2485
2024,2024-05-31,745574,605400,"656941,592663,547180,664761,681082,592206,669016,624641,679032",6,5.0445,0.243
2024,2024-05-31,747032,650644,"650490,664040,670623,666018,676356,668227,642350,666163,676609",3,5.0235,0.254
2024,2024-05-31,747032,544150,"683002,668939,656811,663624,623993,681297,669720,602104,622761",5,5.0675,0.2565
2024,2024-05-31,744928,663559,"457705,668804,656582,665833,663647,572191,658668,518735,669707",5,5.107,0.253
2024,2024-05-31,744928,621244,"676914,643376,665489,666182,457759,543807,624415,676391,595281",5,4.9855,0.2385
2024,2024-05-31,746955,628317,"672761,682985,663837,570482,690993,668731,628451,656716,608348",6,5.044,0.247
2024,2024-05-31,746955,656557,"680776,677800,657136,646240,608701,642086,687093,666152,678882",6,5.0455,0.24
2024,2024-05-31,746635,571578,"682928,657041,608385,671277,660688,592696,669222,608336,696285",5,4.9995,0.2485
2024,2024-05-31,746635,676440,"680757,671289,608070,647304,681807,665926,700932,686823,677587",7,4.993,0.246
2024,2024-05-31,745820,656756,"682998,606466,592626,572233,666971,664983,553993,672515,621028",4,5.0495,0.2455
2024,2024-05-31,745820,622663,"596019,624413,607043,502110,516782,668901,664056,578428,621512",4,5.0405,0.2515
2024,2024-05-31,746059,570632,"543760,608369,669701,666969,665750,663993,694671,641680,677649",1,5.013,0.2425
2024,2024-05-31,746059,664350,"665862,669394,605137,660821,656896,624503,641313,672640,542194",0,5.121,0.2695
2024,2024-05-31,747116,676664,"647351,668709,667670,609280,664913,668832,680869,691016,649557",5,4.985,0.243
2024,2024-05-31,747116,625643,"645277,663586,542303,621566,594807,606115,671739,669221,672284",8,4.981,0.244
2024,2024-05-31,746303,656302,"650333,665487,640492,630105,592518,456781,701538,669134,673490",5,5.0415,0.2515
2024,2024-05-31,746303,608379,"672580,677951,686469,666023,676369,669004,641658,592669,664728",2,5.027,0.2485
2024,2024-05-31,746387,641154,"663616,621043,467793,596146,680777,622534,621439,650489,571657",6,4.9495,0.2195
2024,2024-05-31,746387,669854,"514888,663656,670541,608324,676694,572138,643289,676801,673237",6,5.0045,0.249
2024,2024-05-31,745983,607200,"502054,670032,667452,657757,686676,643217,657557,664901,672820",8,5.0085,0.236
2024,2024-05-31,745983,668964,"668930,661388,592885,642715,641343,686554,686217,687401,694192",4,5.007,0.244
2024,2024-05-31,746140,641712,"453568,678662,641857,553869,592178,663898,660707,686668,595909",3,5.087,0.2655
2024,2024-05-31,746140,621111,"605141,660271,518692,669257,606192,571771,666158,500743,681624",7,5.0455,0.2555
2024,2024-05-31,745253,667755,"650859,666160,621493,641432,607680,681351,666176,687263,641645",3,5.133,0.2655
2024,2024-05-31,745253,693433,"641487,668942,677594,663728,686527,664034,571745,670042,664238",2,5.0275,0.244
2024,2024-05-31,745331,573186,"683011,665742,592450,657077,650402,519203,669224,665828,663757",2,5.006,0.2335
2024,2024-05-31,745331,663855,"682641,573262,642731,656305,672275,624585,689172,671218,670092",4,5.101,0.2535
2024,2024-06-01,744932,656605,"457705,668804,656582,642133,663647,693304,518735,669707,572191",8,5.106,0.2565
2024,2024-06-01,744932,579328,"676914,662139,665489,666182,596129,543807,643396,672386,624415",4,4.973,0.241
2024,2024-06-01,747029,671737,"650490,664040,670623,642708,668227,676356,642350,656577,676609",3,5.0265,0.24
2024,2024-06-01,747029,680694,"683002,668939,656811,663624,623993,681297,676059,656775,622761",6,4.993,0.238
2024,2024-06-01,746952,681857,"663837,682985,672761,570482,690993,679529,628451,595879,668670",5,5.003,0.235
2024,2024-06-01,746952,681867,"680776,677800,642086,646240,665839,657136,624512,678882,666152",5,5.076,0.263
2024,2024-06-01,746629,680730,"608336,592696,657041,671277,608841,608385,669222,545121,656180",5,5.0305,0.249
2024,2024-06-01,746629,594902,"671289,608070,647304,681807,686823,700932,672356,595978,677587",4,4.986,0.243
2024,2024-06-01,745812,677944,"606466,682998,545341,572233,553993,672515,677942,664983,621028",4,5.0515,0.2445
2024,2024-06-01,745812,640455,"578428,624413,621438,502110,621466,668901,643446,664056,621512",10,5.0675,0.2525
