game_pk,date,season,side,pitcher_id,k_actual,lineup_ids,exp_ks,p_over,p10,p90
745332,2024-06-01,2024,away,547001,6,"683011,665742,592450,657077,519317,519203,650402,669224,518934",4.7772,0.0,2.0,7.0
745332,2024-06-01,2024,home,657277,6,"682641,527038,672275,656305,573262,671218,624585,669477,689172",4.85415,0.0,3.0,7.0
746138,2024-06-01,2024,away,615698,1,"453568,678662,641857,553869,592178,663898,660707,686668,595909",4.83925,0.0,2.0,7.0
746138,2024-06-01,2024,home,808967,7,"605141,660271,518692,669257,606192,666158,681624,518792,571771",4.83115,0.0,3.0,7.0
746383,2024-06-02,2024,away,680573,6,"622534,680777,571657,596146,621439,650489,666135,467793,666397",4.85075,0.0,2.0,7.0
746383,2024-06-02,2024,home,686613,7,"663656,608324,670541,665161,676694,643289,605170,514888,572138",4.83635,0.0,2.0,7.0
746953,2024-06-02,2024,away,663554,4,"663837,682985,672761,592192,628451,570482,656716,595879,608348",4.84765,0.0,2.0,7.0
746953,2024-06-02,2024,home,678394,5,"680776,642197,666915,646240,665839,643265,624512,678882,608701",4.8588,0.0,2.0,7.0
747030,2024-06-02,2024,away,641793,2,"650490,668227,664040,680700,642708,642350,676356,676609,666163",4.83665,0.0,2.0,7.0
747030,2024-06-02,2024,home,608344,1,"683002,668939,663624,623993,676059,656811,681297,602104,543510",4.79775,0.0,2.0,7.0
747110,2024-06-02,2024,away,665622,6,"647351,609280,668709,663662,664913,680869,668832,680474,605204",4.8044,0.0,2.0,7.0
747110,2024-06-02,2024,home,450203,6,"671739,663586,679881,621566,645277,594807,672284,669221,606115",4.84755,0.0,3.0,7.0
744929,2024-06-02,2024,away,682990,3,"457705,668804,656582,665833,663647,693304,669707,678225,518735",4.8495,0.0,2.0,7.0
744929,2024-06-02,2024,home,605135,7,"676914,643376,665489,666182,596129,595281,543807,662139,643396",4.8589,0.0,2.0,7.0
746632,2024-06-02,2024,away,663623,6,"657041,671277,608385,660688,669222,592696,608841,608336,545121",4.84535,0.0,2.0,7.0
746632,2024-06-02,2024,home,471911,5,"680757,671289,608070,647304,686823,700932,666310,682177,677587",4.78405,0.0,2.0,7.0
745813,2024-06-02,2024,away,694297,8,"606466,682998,666971,572233,664983,592626,677942,621028,672515",4.8292,0.0,3.0,7.0
745813,2024-06-02,2024,home,500779,4,"596019,624413,607043,502110,664056,668901,621438,643446,620443",4.86915,0.0,2.0,7.0
746061,2024-06-02,2024,away,571760,7,"543760,608369,608671,666969,641680,656537,669701,663993,665750",4.84155,0.0,2.0,7.0
746061,2024-06-02,2024,home,669432,3,"667472,640902,669394,605137,665862,656896,672640,641313,660821",4.82935,0.0,2.0,7.0
746301,2024-06-02,2024,away,650633,4,"642180,665487,701538,592518,456781,630105,673490,669134,640492",4.81275,0.0,2.0,7.0
746301,2024-06-02,2024,home,666142,6,"672580,677951,686469,680118,676369,679845,669004,666023,641658",4.8186,0.0,2.0,7.0
745984,2024-06-02,2024,away,680897,1,"502054,670032,667452,657757,657557,686676,693049,672820,621545",4.7822,0.0,2.0,7.0
745984,2024-06-02,2024,home,642547,7,"668930,661388,592885,642715,686217,687401,641343,596142,694192",4.86605,0.0,3.0,7.0
746871,2024-06-02,2024,away,666157,3,"670770,682829,600869,668715,641584,663886,674441,663697,666181",4.873,0.0,3.0,7.0
746871,2024-06-02,2024,home,676962,6,"663538,673548,641355,666624,643565,664023,621020,683737,691718",4.8314,0.0,2.0,7.0
745330,2024-06-02,2024,away,641482,7,"683011,665742,592450,663330,657077,518934,519203,650402,624431",4.76325,0.0,2.0,7.0
745330,2024-06-02,2024,home,605483,7,"671218,689172,527038,656305,624585,682641,669477,573262,592200",4.7865,0.0,2.0,7.0
746141,2024-06-02,2024,away,596295,2,"453568,678662,641857,663898,592178,686668,607732,696100,676701",4.8321,0.0,2.0,7.0
746141,2024-06-02,2024,home,694813,6,"605141,660271,518692,606192,681624,500743,571771,518792,605131",4.80025,0.0,2.0,7.0
745252,2024-06-02,2024,away,656288,4,"650859,666160,621493,641432,607680,681351,666176,687263,642136",4.80585,0.0,2.0,7.0
745252,2024-06-02,2024,home,622491,6,"641487,668942,677594,663728,664034,670042,641598,686527,669208",4.8572,0.0,2.0,7.0
745572,2024-06-02,2024,away,458681,4,"691026,676475,502671,669357,571448,665877,671056,666185,672279",4.81795,0.0,2.0,7.0
745572,2024-06-02,2024,home,592836,5,"656941,681082,547180,664761,665506,592206,593160,596117,679032",4.8276,0.0,2.0,7.0
745569,2024-06-03,2024,away,657649,0,"668930,661388,592885,642715,596142,656555,641343,687401,663368",4.83235,0.0,2.0,7.0
745569,2024-06-03,2024,home,554430,6,"656941,592663,547180,664761,681082,592206,665506,624641,679032",4.85655,0.0,3.0,7.0
744854,2024-06-03,2024,away,656731,4,"596019,624413,607043,502110,516782,668901,664056,578428,620443",4.79695,0.0,2.0,7.0
744854,2024-06-03,2024,home,669022,2,"657041,592696,671277,660688,669222,683083,545121,608841,686452",4.8569,0.0,2.0,7.0
744930,2024-06-03,2024,away,680570,4,"683002,668939,663624,656811,623993,676059,681297,669720,602104",4.80355,0.0,2.0,7.0
744930,2024-06-03,2024,home,592332,3,"676914,643376,665489,596129,666182,543807,676391,643396,595281",4.834,0.0,2.0,7.0
745009,2024-06-03,2024,away,669373,6,"672761,682985,592192,570482,690993,669234,668731,595879,668670",4.8398,0.0,2.0,7.0
745009,2024-06-03,2024,home,543135,7,"543760,608369,663993,666969,641680,694671,669701,677649,665750",4.8364,0.0,2.0,7.0
746382,2024-06-03,2024,away,502043,8,"691026,676475,502671,669357,571448,680977,671056,572761,665877",4.8045,0.0,2.0,7.0
746382,2024-06-03,2024,home,434378,4,"514888,643289,670541,608324,676694,665161,547989,673237,676801",4.8699,0.0,2.0,7.0
746548,2024-06-03,2024,away,671096,6,"674441,682829,600869,668715,641584,663886,605361,663697,666181",4.84085,0.0,2.0,7.0
746548,2024-06-03,2024,home,663372,3,"678662,663898,553869,660707,686668,607732,656248,696100,676701",4.77975,0.0,2.0,7.0
746224,2024-06-03,2024,away,663362,4,"595777,665487,592518,456781,630105,673490,701538,642180,669134",4.82325,0.0,2.0,7.0
746224,2024-06-03,2024,home,542881,2,"694384,650859,621493,657061,681351,607680,666176,687263,641645",4.83325,0.0,2.0,7.0
747194,2024-06-03,2024,away,669062,0,"689172,672275,656305,624424,671218,624585,573262,669477,670092",4.7873,0.0,2.0,7.0
747194,2024-06-03,2024,home,669194,1,"606466,672515,592626,572233,666971,664983,656976,682998,677942",4.8412,0.0,2.0,7.0
746630,2024-06-04,2024,away,607625,5,"672580,677951,686469,521692,676369,679845,624428,592669,641658",4.84505,0.0,3.0,7.0
746630,2024-06-04,2024,home,663474,7,"680757,665926,608070,647304,681807,700932,686823,671289,677587",4.78685,0.0,2.0,7.0
745497,2024-06-04,2024,away,607192,9,"605141,660271,518692,669257,606192,681624,666158,500743,621035",4.84985,0.0,3.0,7.0
745497,2024-06-04,2024,home,683003,6,"457705,668804,656582,665833,663647,693304,658668,680779,669261",4.7823,0.0,2.0,7.0
746060,2024-06-04,2024,away,686752,8,"650490,668227,623912,670623,664040,642708,642350,676356,656577",4.84005,0.0,2.0,7.0
746060,2024-06-04,2024,home,666200,2,"665862,650559,669394,605137,660821,672640,624503,641313,660644",4.83595,0.0,2.0,7.0
745568,2024-06-04,2024,away,657649,2,"687401,661388,592885,642715,656555,686554,663368,686217,668930",4.8485,0.0,2.0,7.0
745568,2024-06-04,2024,home,650911,3,"656941,592663,547180,593160,681082,592206,665506,624641,679032",4.8349,0.0,2.0,7.0
744850,2024-06-04,2024,away,656849,2,"596019,624413,607043,502110,516782,668901,664056,578428,620443",4.84705,0.0,2.0,7.0
744850,2024-06-04,2024,home,687792,3,"682928,657041,608841,669222,545121,608385,660688,608336,696285",4.81035,0.0,2.0,7.0
745739,2024-06-04,2024,away,641927,2,"663616,621043,669304,596146,668904,666135,621439,650489,543877",4.76345,0.0,2.0,7.0
745739,2024-06-04,2024,home,661563,6,"683011,665742,592450,657077,519317,519203,650402,624431,518934",4.8052,0.0,2.0,7.0
744931,2024-06-04,2024,away,669203,5,"683002,668939,663624,669065,676059,669720,681297,681393,543510",4.81235,0.0,2.0,7.0
744931,2024-06-04,2024,home,670950,4,"676914,643376,676391,672386,666182,457759,543807,662139,643396",4.7887,0.0,2.0,7.0
746949,2024-06-04,2024,away,608331,13,"671739,663586,542303,621566,645277,594807,672284,518595,606115",4.8239,0.0,2.0,7.0
746949,2024-06-04,2024,home,676710,5,"680776,608701,657136,646240,642197,665839,666152,642086,678882",4.7971,0.0,2.0,7.0
745010,2024-06-04,2024,away,656427,4,"663837,682985,672761,592192,690993,656716,669234,668731,608348",4.87495,0.0,3.0,7.0
745010,2024-06-04,2024,home,641540,4,"543760,608369,669701,666969,543257,677649,694671,641680,665750",4.8483,0.0,2.0,7.0
746872,2024-06-04,2024,away,623167,4,"667452,683734,673357,657557,657757,686676,664901,672820,668752",4.84005,0.0,2.0,7.0
746872,2024-06-04,2024,home,684007,6,"663538,673548,641355,623520,664023,621550,621020,691718,665804",4.86595,0.0,2.0,7.0
746380,2024-06-04,2024,away,669467,1,"680977,676475,502671,669357,571448,572761,671056,691026,666185",4.8517,0.0,2.0,7.0
746380,2024-06-04,2024,home,681293,4,"514888,608324,676801,676694,665161,673237,605170,547989,643289",4.7685,0.0,2.0,7.0
746550,2024-06-04,2024,away,593423,9,"641584,682829,600869,668715,663886,663697,670770,666181,571912",4.8293,0.0,2.0,7.0
746550,2024-06-04,2024,home,621389,2,"453568,678662,641857,553869,663898,660707,686668,595909,696100",4.7806,0.0,2.0,7.0
746222,2024-06-04,2024,away,800049,2,"650333,665487,592518,595777,456781,630105,673490,701538,444482",4.78695,0.0,2.0,7.0
746222,2024-06-04,2024,home,663776,7,"694384,650859,621493,657061,681351,666176,666160,687263,641645",4.79095,0.0,2.0,7.0
745656,2024-06-04,2024,away,669923,9,"641487,668942,677594,664034,670042,669208,663728,686527,664238",4.83105,0.0,2.0,7.0
745656,2024-06-04,2024,home,687765,3,"647351,663662,668709,667670,669127,664913,605204,680869,680474",4.84715,0.0,2.0,7.0
747196,2024-06-04,2024,away,690986,5,"671218,642731,672275,656305,624424,624585,527038,689172,573262",4.77565,0.0,2.0,7.0
747196,2024-06-04,2024,home,686796,2,"606466,672515,666971,572233,682998,553993,664983,677942,621028",4.7985,0.0,2.0,7.0
746950,2024-06-05,2024,away,680885,4,"671739,605119,670097,621566,645277,518595,594807,679881,606115",4.7832,0.0,2.0,7.0
746950,2024-06-05,2024,home,601713,9,"680776,642197,608701,666915,641933,642086,666152,678882,624512",4.828,0.0,2.0,7.0
746379,2024-06-05,2024,away,571945,3,"680977,666185,502671,669357,571448,671056,543063,686780,672279",4.83445,0.0,2.0,7.0
746379,2024-06-05,2024,home,669854,2,"514888,665161,670541,676694,572138,673237,663550,547989,643289",4.7793,0.0,2.0,7.0
746544,2024-06-05,2024,away,668933,2,"670770,682829,600869,668715,641584,663886,694362,663697,666181",4.84355,0.0,2.0,7.0
746544,2024-06-05,2024,home,641712,4,"453568,678662,641857,553869,663898,607732,660707,595909,686668",4.80075,0.0,2.0,7.0
747195,2024-06-05,2024,away,663855,7,"624424,671218,642731,656305,624585,527038,573262,666149,592200",4.8471,0.0,2.0,7.0
747195,2024-06-05,2024,home,656756,1,"682998,677942,592626,666971,656976,606466,664983,621028,672515",4.7995,0.0,2.0,7.0
744852,2024-06-05,2024,away,622663,4,"596019,624413,607043,502110,668901,621438,664056,578428,620443",4.8371,0.0,2.0,7.0
744852,2024-06-05,2024,home,571578,3,"683083,657041,671277,592696,660688,608385,545121,608336,696285",4.816,0.0,2.0,7.0
745570,2024-06-05,2024,away,676879,3,"655316,661388,592885,642715,656555,686217,687401,596142,663368",4.84255,0.0,2.0,7.0
745570,2024-06-05,2024,home,605400,5,"656941,592206,547180,664761,681082,624641,593160,596117,665506",4.7949,0.0,2.0,7.0
745494,2024-06-05,2024,away,572020,2,"605141,660271,518692,669257,606192,518792,666158,681624,621035",4.80775,0.0,2.0,7.0
745494,2024-06-05,2024,home,694973,8,"457705,668804,656582,658668,663647,693304,518735,669707,669261",4.8443,0.0,2.0,7.0
746056,2024-06-05,2024,away,621107,3,"650490,668227,664040,670623,642708,666139,642350,676609,666163",4.77725,0.0,2.0,7.0
746056,2024-06-05,2024,home,666129,3,"665862,605137,650559,656896,672640,667472,641313,660644,663743",4.82135,0.0,2.0,7.0
745740,2024-06-05,2024,away,663978,7,"622534,621043,680777,668904,663616,621439,650489,467793,571657",4.85065,0.0,3.0,7.0
745740,2024-06-05,2024,home,607074,9,"683011,665742,592450,657077,519317,519203,650402,669224,518934",4.85995,0.0,2.0,7.0
744927,2024-06-05,2024,away,544150,4,"683002,668939,663624,669720,623993,676059,669065,656775,602104",4.79435,0.0,2.0,7.0
744927,2024-06-05,2024,home,621244,2,"676914,662139,665489,666182,543807,624415,672386,643396,676391",4.8508,0.0,2.0,7.0
745007,2024-06-05,2024,away,628317,0,"663837,682985,628451,570482,690993,656716,669234,595879,668670",4.7908,0.0,2.0,7.0
745007,2024-06-05,2024,home,570632,6,"543760,677649,669701,666969,663993,694671,641680,608671,665750",4.79795,0.0,2.0,7.0
746873,2024-06-05,2024,away,607200,7,"667452,670032,673357,657757,668752,693049,657557,686676,672820",4.85005,0.0,2.0,7.0
746873,2024-06-05,2024,home,592791,6,"643565,673548,641355,621550,664023,623520,683737,621020,543228",4.78615,0.0,2.0,7.0
746221,2024-06-05,2024,away,656302,6,"650333,665487,456781,630105,595777,640492,701538,673490,669134",4.83845,0.0,2.0,7.0
746221,2024-06-05,2024,home,667755,1,"694384,650859,621493,641432,607680,681351,666176,687263,641645",4.8406,0.0,2.0,7.0
745654,2024-06-05,2024,away,669302,5,"641487,668942,677594,663728,664034,645302,571745,686527,664238",4.85055,0.0,3.0,7.0
745654,2024-06-05,2024,home,683155,5,"647351,609280,668709,667670,669127,691016,663662,680869,680474",4.77625,0.0,2.0,7.0
744923,2024-06-06,2024,away,700249,2,"676059,668939,663624,683002,623993,669720,656811,669065,681297",4.7957,0.0,2.0,7.0
744923,2024-06-06,2024,home,579328,6,"595281,643376,665489,666182,543807,624415,662139,643396,676391",4.8566,0.0,2.0,7.0
746631,2024-06-06,2024,away,663903,2,"672580,677951,686469,521692,666023,679845,592669,624428,664728",4.87005,0.0,2.0,7.0
746631,2024-06-06,2024,home,676440,7,"680757,665926,608070,647304,700932,686823,682177,671289,681807",4.86165,0.0,3.0,7.0
745657,2024-06-06,2024,away,693433,6,"641487,664238,677594,664034,663728,571745,641598,670042,668942",4.87395,0.0,3.0,7.0
745657,2024-06-06,2024,home,676664,8,"647351,609280,668709,667670,664913,668832,691016,680869,680474",4.8248,0.0,2.0,7.0
745495,2024-06-06,2024,away,621111,3,"605141,660271,621035,606192,681624,666158,571771,518792,605131",4.82825,0.0,2.0,7.0
745495,2024-06-06,2024,home,663559,6,"457705,668804,663647,665833,658668,693304,656582,680779,669707",4.84615,0.0,2.0,7.0
744844,2024-06-06,2024,away,625643,7,"645277,663586,542303,621566,594807,669221,671739,606115,679881",4.78745,0.0,2.0,7.0
744844,2024-06-06,2024,home,680730,2,"682928,657041,608385,671277,660688,608841,608336,669222,696285",4.8612,0.0,2.0,7.0
745738,2024-06-06,2024,away,641154,4,"622534,680777,621043,596146,650489,669304,467793,571657,543877",4.80345,0.0,2.0,7.0
745738,2024-06-06,2024,home,573186,2,"683011,657077,592450,519317,519203,650402,669224,665828,663757",4.84085,0.0,2.0,7.0
746707,2024-06-06,2024,away,665871,7,"643565,673548,641355,666624,664023,663538,621020,691718,683737",4.80425,0.0,2.0,7.0
746707,2024-06-06,2024,home,668881,8,"670770,682829,694362,668715,641584,663886,669289,663697,666181",4.78795,0.0,2.0,7.0
745174,2024-06-06,2024,away,615698,1,"453568,678662,641857,553869,663898,686668,675659,595909,669911",4.8149,0.0,2.0,7.0
745174,2024-06-06,2024,home,543243,5,"691026,676475,502671,669357,571448,680977,671056,665877,666185",4.8352,0.0,2.0,7.0
746784,2024-06-06,2024,away,656557,9,"680776,665839,608701,666915,642197,642086,657136,666152,678882",4.79915,0.0,2.0,7.0
746784,2024-06-06,2024,home,663765,3,"676113,670032,664901,693049,683734,657557,686676,672820,668752",4.84325,0.0,2.0,7.0
745408,2024-06-06,2024,away,677944,3,"682998,606466,545341,572233,666971,664983,553993,672515,621028",4.83595,0.0,2.0,7.0
745408,2024-06-06,2024,home,681190,3,"650333,665487,595777,630105,640492,701538,673490,642180,669134",4.8318,0.0,2.0,7.0
745169,2024-06-07,2024,away,596295,4,"453568,678662,641857,553869,676701,686668,660707,696100,669911",4.82145,0.0,2.0,7.0
745169,2024-06-07,2024,home,458681,6,"691026,676475,502671,571448,672279,671056,572761,680977,666185",4.7838,0.0,2.0,7.0
745496,2024-06-07,2024,away,657746,8,"663616,621043,668904,596146,680777,666135,621439,467793,650489",4.8339,0.0,2.0,7.0
745496,2024-06-07,2024,home,656605,8,"656582,668804,663647,665833,572191,693304,518735,669261,680779",4.8437,0.0,2.0,7.0
746466,2024-06-07,2024,away,668964,5,"668930,661388,592885,686554,694192,656555,641343,687401,663368",4.7861,0.0,2.0,7.0
746466,2024-06-07,2024,home,681857,6,"663837,656716,672761,628451,570482,690993,669234,595879,608348",4.8678,0.0,2.0,7.0
744845,2024-06-07,2024,away,519242,10,"671739,663586,542303,621566,645277,594807,606115,669221,679881",4.78405,0.0,2.0,7.0
744845,2024-06-07,2024,home,663623,4,"682928,657041,669222,608336,545121,660688,608385,696285,686452",4.84105,0.0,2.0,7.0
745083,2024-06-07,2024,away,608344,6,"683002,668939,663624,656811,623993,676059,681297,656775,602104",4.7878,0.0,2.0,7.0
745083,2024-06-07,2024,home,650644,8,"650490,666163,642708,670623,642350,666139,670764,676609,680700",4.8434,0.0,3.0,7.0
745737,2024-06-07,2024,away,808967,7,"605141,660271,518692,669257,606192,518792,681624,666158,571771",4.8443,0.0,2.0,7.0
745737,2024-06-07,2024,home,547001,1,"683011,657077,592450,519317,519203,650402,665828,663757,624431",4.78825,0.0,2.0,7.0
746704,2024-06-07,2024,away,657006,7,"621550,643565,641355,666624,664023,621020,691718,683737,663538",4.8034,0.0,2.0,7.0
746704,2024-06-07,2024,home,666157,7,"656413,682829,600869,668715,663886,663697,670770,669289,694362",4.86315,0.0,2.0,7.0
746053,2024-06-07,2024,away,671106,3,"671289,608070,647304,681807,665926,672356,686823,682177,677587",4.8491,0.0,2.0,7.0
746053,2024-06-07,2024,home,677960,3,"669364,650559,605137,669394,665862,660821,656896,660644,663743",4.81495,0.0,2.0,7.0
745008,2024-06-07,2024,away,657277,6,"671218,672275,656305,624424,624585,527038,573262,642731,689172",4.8369,0.0,2.0,7.0
745008,2024-06-07,2024,home,547179,1,"543760,669701,641680,666969,663993,694671,543257,677649,665750",4.84495,0.0,2.0,7.0
746302,2024-06-07,2024,away,682243,1,"641487,664238,677594,664034,663728,641598,571745,668942,670042",4.8017,0.0,2.0,7.0
746302,2024-06-07,2024,home,663738,4,"672580,677951,686469,521692,676369,669004,592669,679845,641658",4.79295,0.0,2.0,7.0
746785,2024-06-07,2024,away,681867,2,"680776,608701,657136,646240,666152,642197,643265,642086,678882",4.80925,0.0,2.0,7.0
746785,2024-06-07,2024,home,676979,10,"668752,670032,673357,657757,683734,657557,693049,686676,672820",4.84995,0.0,2.0,7.0
746220,2024-06-07,2024,away,664285,8,"514888,608324,676801,665161,673237,676694,605170,547989,663550",4.8718,0.0,2.0,7.0
746220,2024-06-07,2024,home,656288,2,"694384,650859,621493,607680,681351,666176,687263,657061,677347",4.7946,0.0,2.0,7.0
745406,2024-06-07,2024,away,694297,5,"682998,606466,666971,572233,664983,656976,553993,672515,677942",4.8555,0.0,2.0,7.0
745406,2024-06-07,2024,home,650633,5,"650333,665487,640492,630105,456781,444482,701538,673490,669134",4.806,0.0,2.0,7.0
745655,2024-06-07,2024,away,605135,7,"676914,457759,665489,666182,543807,672386,643396,676391,662139",4.82915,0.0,2.0,7.0
745655,2024-06-07,2024,home,663687,3,"647351,609280,668709,667670,669127,664913,691016,680869,680474",4.84635,0.0,2.0,7.0
745814,2024-06-08,2024,away,624133,6,"656941,592663,547180,664761,592206,681082,624641,593160,665506",4.83895,0.0,2.0,7.0
745814,2024-06-08,2024,home,640455,3,"596019,624413,607043,502110,516782,668901,664056,578428,621466",4.78,0.0,2.0,7.0
745001,2024-06-08,2024,away,675921,2,"573262,671218,527038,656305,624424,624585,642731,672275,666149",4.78655,0.0,2.0,7.0
745001,2024-06-08,2024,home,571760,5,"543760,669701,666969,663993,677649,673995,608671,665750,668800",4.83145,0.0,2.0,7.0
745492,2024-06-08,2024,away,680573,6,"663616,621043,668904,596146,669304,650489,621439,622534,680777",4.84435,0.0,2.0,7.0
745492,2024-06-08,2024,home,669387,1,"457705,668804,656582,665833,663647,693304,642133,518735,572191",4.8346,0.0,3.0,7.0
744848,2024-06-08,2024,away,450203,3,"645277,663586,542303,621566,594807,606115,671739,669221,672284",4.86985,0.0,3.0,7.0
744848,2024-06-08,2024,home,669022,7,"682928,657041,608385,592696,671277,660688,669222,608336,696285",4.84855,0.0,2.0,7.0
745652,2024-06-08,2024,away,592332,10,"676914,676391,665489,666182,643376,457759,662139,643396,595281",4.84435,0.0,2.0,7.0
745652,2024-06-08,2024,home,665622,1,"647351,668709,667670,663662,664913,669127,691016,680869,680474",4.78085,0.0,2.0,7.0
746703,2024-06-08,2024,away,676962,3,"621550,666624,641355,621020,664023,643565,623520,683737,665804",4.7883,0.0,2.0,7.0
746703,2024-06-08,2024,home,671096,5,"670770,682829,600869,668715,641584,663886,656413,663697,694362",4.85395,0.0,2.0,7.0
746300,2024-06-08,2024,away,622491,4,"641487,668942,677594,663728,670042,641598,664238,686527,669208",4.86575,0.0,3.0,7.0
746300,2024-06-08,2024,home,679525,8,"672580,677951,686469,521692,669004,676369,680118,679845,664728",4.76545,0.0,2.0,7.0
745082,2024-06-08,2024,away,680694,9,"683002,668939,663624,669720,623993,676059,681297,602104,656775",4.7823,0.0,2.0,7.0
745082,2024-06-08,2024,home,671737,7,"650490,664040,668227,670623,666139,642350,670764,680700,656577",4.83365,0.0,2.0,7.0
746786,2024-06-08,2024,away,678394,2,"680776,642197,608701,624512,657136,642086,666915,666152,678882",4.83655,0.0,2.0,7.0
746786,2024-06-08,2024,home,680897,5,"667452,668752,683734,657757,657557,693049,672820,664901,455117",4.7896,0.0,2.0,7.0
746461,2024-06-08,2024,away,642547,3,"668930,661388,592885,642715,656555,686217,687401,663368,694192",4.85995,0.0,2.0,7.0
746461,2024-06-08,2024,home,663554,1,"663837,682985,592192,570482,656716,669234,672761,595879,608348",4.856,0.0,3.0,7.0
745166,2024-06-08,2024,away,663372,7,"453568,686668,678662,641857,675659,607732,595909,669911,676701",4.7914,0.0,2.0,7.0
745166,2024-06-08,2024,home,502043,7,"691026,665877,502671,669357,571448,680977,671056,572761,666185",4.81335,0.0,2.0,7.0
746057,2024-06-08,2024,away,594902,1,"680757,672356,677587,595978,681807,700932,686823,671289,682177",4.79325,0.0,2.0,7.0
746057,2024-06-08,2024,home,682610,3,"656484,650559,667472,669394,660821,669364,624503,660644,542194",4.7853,0.0,2.0,7.0
745735,2024-06-08,2024,away,694813,6,"605141,660271,518692,669257,606192,681624,500743,571771,621035",4.8005,0.0,2.0,7.0
745735,2024-06-08,2024,home,641482,4,"683011,657077,592450,519317,519203,650402,518934,624431,663330",4.79695,0.0,2.0,7.0
745410,2024-06-08,2024,away,669194,1,"682998,664983,656976,572233,666971,677942,553993,621028,571466",4.86075,0.0,3.0,7.0
745410,2024-06-08,2024,home,663362,4,"650333,642180,640492,666745,456781,444482,701538,673490,543309",4.81165,0.0,2.0,7.0
746223,2024-06-08,2024,away,686613,7,"514888,608324,670541,665161,673237,676694,643289,547989,676801",4.8249,0.0,2.0,7.0
746223,2024-06-08,2024,home,542881,3,"694384,650859,621493,683021,687263,642136,666176,666160,641645",4.8445,0.0,2.0,7.0
745571,2024-06-09,2024,away,500779,1,"596019,624413,607043,502110,664056,621438,643446,578428,620443",4.8307,0.0,2.0,7.0
745571,2024-06-09,2024,home,592836,6,"656941,596117,547180,664761,592206,624641,593160,681082,665506",4.829,0.0,2.0,7.0
745003,2024-06-09,2024,away,676775,7,"671218,672275,527038,624424,642731,573262,689172,669477,670092",4.7814,0.0,2.0,7.0
745003,2024-06-09,2024,home,543135,5,"543760,669701,666969,663993,677649,694671,641680,608671,665750",4.80475,0.0,2.0,7.0
745491,2024-06-09,2024,away,641927,5,"467793,668904,621043,596146,571657,622534,621439,680777,650489",4.7997,0.0,2.0,7.0
745491,2024-06-09,2024,home,683003,3,"457705,668804,656582,665833,693304,572191,669707,669261,518735",4.7926,0.0,2.0,7.0
744849,2024-06-09,2024,away,694462,1,"645277,663586,542303,621566,594807,518595,671739,606115,672284",4.80035,0.0,2.0,7.0
744849,2024-06-09,2024,home,687792,5,"682928,657041,608385,592696,671277,660688,669222,608336,696285",4.79595,0.0,2.0,7.0
746705,2024-06-09,2024,away,684007,7,"643565,673548,641355,666624,664023,621020,623520,691718,665804",4.8458,0.0,2.0,7.0
746705,2024-06-09,2024,home,593423,2,"666181,682829,600869,668715,663697,669289,670770,641584,663886",4.85315,0.0,3.0,7.0
745085,2024-06-09,2024,away,680570,6,"683002,668939,663624,656811,623993,676059,681297,602104,656775",4.8065,0.0,2.0,7.0
745085,2024-06-09,2024,home,641793,3,"650490,664040,668227,666139,676356,642708,670764,666163,676609",4.84855,0.0,2.0,7.0
746054,2024-06-09,2024,away,471911,3,"680757,671289,608070,647304,595978,665926,700932,686823,677587",4.78395,0.0,2.0,7.0
746054,2024-06-09,2024,home,669432,5,"665862,650559,605137,669394,660821,669364,667472,660644,542194",4.8419,0.0,2.0,7.0
746463,2024-06-09,2024,away,669060,4,"687401,641343,686217,686554,596142,663368,694192,655316,668930",4.8142,0.0,2.0,7.0
746463,2024-06-09,2024,home,669373,10,"672761,663837,592192,682985,570482,669234,656716,628451,668670",4.8582,0.0,2.0,7.0
746297,2024-06-09,2024,away,669923,4,"641487,664238,677594,641598,663728,670042,682988,668942,669208",4.84105,0.0,2.0,7.0
746297,2024-06-09,2024,home,666142,9,"672580,677951,686469,521692,679845,669004,666023,592669,680118",4.7816,0.0,2.0,7.0
746787,2024-06-09,2024,away,677161,3,"680776,642197,608701,643265,657136,666152,666915,624512,678882",4.7748,0.0,2.0,7.0
746787,2024-06-09,2024,home,623167,3,"668752,670032,673357,657757,683734,657557,664901,672820,455117",4.85865,0.0,2.0,7.0
745167,2024-06-09,2024,away,621389,3,"453568,678662,641857,553869,686668,607732,669911,691182,675659",4.78715,0.0,2.0,7.0
745167,2024-06-09,2024,home,669467,6,"691026,676475,502671,571448,669357,666185,680977,686780,672279",4.8457,0.0,2.0,7.0
746216,2024-06-09,2024,away,434378,3,"514888,663550,670541,665161,673237,676694,643289,547989,676801",4.83,0.0,2.0,7.0
746216,2024-06-09,2024,home,663776,4,"641645,650859,621493,666176,607680,681351,694384,687263,666160",4.7914,0.0,2.0,7.0
745651,2024-06-09,2024,away,670102,3,"650893,643376,665489,666182,676391,543807,662139,643396,676914",4.8413,0.0,2.0,7.0
745651,2024-06-09,2024,home,687765,3,"647351,668709,667670,609280,664913,669127,691016,649557,680474",4.8456,0.0,2.0,7.0
745407,2024-06-09,2024,away,543518,1,"682998,606466,592626,572233,666971,664983,553993,672515,621028",4.8136,0.0,2.0,7.0
745407,2024-06-09,2024,home,800049,2,"650333,665487,595777,630105,456781,444482,701538,673490,669134",4.8247,0.0,2.0,7.0
