game_pk,date,season,side,pitcher_id,k_actual,lineup_ids,exp_ks,p_over,p10,p90
777878,2025-05-18,2025,home,608331,8,"502671,663757,592450,641355,683011,691176,518934,669224,678391",4.8527,0.0,3.0,7.0
777859,2025-05-19,2025,away,666157,7,"670770,669289,682829,669720,666158,668715,666181,663886,680574",4.86285,0.0,3.0,7.0
777859,2025-05-19,2025,home,656605,5,"663647,457705,668804,663698,672744,669256,502054,643396,687462",4.85365,0.0,2.0,7.0
777863,2025-05-19,2025,away,676962,8,"691718,663656,673548,683737,621020,663538,694208,665804,807713",4.79235,0.0,2.0,7.0
777863,2025-05-19,2025,home,665795,7,"660821,682663,672640,669065,676572,681393,689414,656537,691594",4.8517,0.0,2.0,7.0
777856,2025-05-19,2025,away,673540,5,"596019,665742,624413,607043,668901,516782,682626,643446,621438",4.78545,0.0,2.0,7.0
777856,2025-05-19,2025,home,690928,2,"680776,646240,608324,677800,596115,686765,666152,665966,678882",4.796,0.0,2.0,7.0
777858,2025-05-19,2025,away,676467,7,"665161,670623,514888,572233,673237,605170,676694,701358,676801",4.83965,0.0,2.0,7.0
777858,2025-05-19,2025,home,686752,2,"650490,676609,666139,691406,664040,802415,678554,670764,666163",4.8167,0.0,2.0,7.0
777861,2025-05-19,2025,away,671106,3,"680757,682657,608070,700932,467793,666134,672356,666310,682177",4.8657,0.0,3.0,7.0
777861,2025-05-19,2025,home,641927,3,"680777,686797,668904,680837,680577,681146,665019,664056,650489",4.81775,0.0,2.0,7.0
777857,2025-05-19,2025,away,622491,5,"641487,641598,677594,663728,668227,642133,665750,664238,810938",4.8364,0.0,2.0,7.0
777857,2025-05-19,2025,home,663436,3,"805367,642136,678246,673357,641943,683734,572191,668942,671284",4.79175,0.0,2.0,7.0
777860,2025-05-19,2025,away,665152,6,"702616,663624,683002,657656,656811,602104,656775,666185,668939",4.83455,0.0,2.0,7.0
777860,2025-05-19,2025,home,642239,2,"668930,661388,694192,592885,687401,686555,686217,641343,702332",4.8007,0.0,2.0,7.0
777862,2025-05-19,2025,away,674944,0,"681481,650402,690993,669234,679529,628451,700242,693307,668731",4.7989,0.0,2.0,7.0
777862,2025-05-19,2025,home,543243,10,"663457,691026,650968,669357,671056,676480,691023,686780,687363",4.8318,0.0,2.0,7.0
777852,2025-05-19,2025,away,650911,7,"607208,547180,656941,592206,592663,664761,624641,596146,669016",4.8539,0.0,2.0,7.0
777852,2025-05-19,2025,home,607536,6,"687597,678662,696100,669911,686668,641857,666160,691182,607732",4.85605,0.0,2.0,7.0
777855,2025-05-19,2025,away,663460,5,"624415,677951,686469,521692,672580,680118,686681,592669,664728",4.8553,0.0,3.0,7.0
777855,2025-05-19,2025,home,592662,7,"671218,527038,808982,656305,642715,664774,666149,573262,669087",4.8403,0.0,2.0,7.0
777853,2025-05-19,2025,away,667755,4,"687263,694384,660162,621493,624585,681351,683090,650859,666176",4.84845,0.0,2.0,7.0
777853,2025-05-19,2025,home,669372,7,"671732,680474,691016,667670,669127,701762,649966,668709,664913",4.8256,0.0,3.0,7.0
777854,2025-05-19,2025,away,694297,0,"606466,682998,666971,553993,647304,672515,677950,656976,672695",4.84575,0.0,2.0,7.0
777854,2025-05-19,2025,home,676263,1,"660271,605141,518692,669257,606192,571970,624424,669242,808975",4.8286,0.0,2.0,7.0
777847,2025-05-20,2025,away,607259,3,"670770,669289,682829,669720,668715,663886,624431,680574,656582",4.85375,0.0,2.0,7.0
777847,2025-05-20,2025,home,663559,5,"665833,457705,668804,663698,687462,672744,663647,624428,669707",4.8401,0.0,2.0,7.0
777850,2025-05-20,2025,away,592791,2,"664023,673548,683737,608348,660644,691718,542932,457759,807713",4.77635,0.0,2.0,7.0
777850,2025-05-20,2025,home,677960,4,"660821,681393,670223,656537,676572,682927,688363,663743,691594",4.7862,0.0,2.0,7.0
777851,2025-05-20,2025,away,605280,5,"596019,665742,624413,607043,668901,643446,682626,683146,621438",4.8406,0.0,2.0,7.0
777851,2025-05-20,2025,home,621111,4,"680776,646240,608324,677800,678882,686765,596115,666152,665966",4.84245,0.0,2.0,7.0
777841,2025-05-20,2025,away,675911,3,"656413,663586,542303,621566,669221,645277,642201,671739,669397",4.85185,0.0,2.0,7.0
777841,2025-05-20,2025,home,680730,4,"682928,695578,663993,660688,671277,605137,669743,677588,683083",4.83265,0.0,2.0,7.0
777848,2025-05-20,2025,away,687888,5,"665161,670623,514888,572233,605170,676694,701305,701358,676801",4.86845,0.0,2.0,7.0
777848,2025-05-20,2025,home,641793,6,"670224,676609,802415,691406,666624,664040,666139,670764,678554",4.8666,0.0,3.0,7.0
777849,2025-05-20,2025,away,571578,3,"669701,694671,673962,666969,543760,592626,669394,641680,664059",4.85005,0.0,2.0,7.0
777849,2025-05-20,2025,home,701542,10,"502671,663757,592450,641355,683011,700250,518934,669224,672724",4.843,0.0,2.0,7.0
777845,2025-05-20,2025,away,656302,6,"665487,650333,592518,701538,593428,657757,630105,663604,553869",4.83955,0.0,2.0,7.0
777845,2025-05-20,2025,home,605135,6,"666182,665489,662139,543807,672386,623993,680718,676391,664770",4.84675,0.0,2.0,7.0
777846,2025-05-20,2025,away,668984,1,"641487,641598,677594,663728,668227,456781,665750,670156,660844",4.8464,0.0,2.0,7.0
777846,2025-05-20,2025,home,605288,2,"805367,596103,572191,678246,673357,700337,683734,672820,671284",4.84205,0.0,2.0,7.0
777844,2025-05-20,2025,away,669211,2,"702616,668939,683002,666185,656896,663624,656775,677008,602104",4.7889,0.0,2.0,7.0
777844,2025-05-20,2025,home,701656,7,"668930,694192,661388,592885,656555,686555,686217,702332,687401",4.78405,0.0,2.0,7.0
777840,2025-05-20,2025,away,669373,8,"681481,650402,656716,682985,679529,700242,595879,628451,668670",4.8456,0.0,2.0,7.0
777840,2025-05-20,2025,home,607200,2,"663457,691026,680977,575929,671056,571448,676475,686780,687363",4.8569,0.0,3.0,7.0
777842,2025-05-20,2025,away,666200,10,"681082,607208,547180,656941,592206,596146,592663,664761,669016",4.85945,0.0,2.0,7.0
777842,2025-05-20,2025,home,622608,3,"687597,678662,696100,669911,686668,666160,671289,691182,641857",4.8442,0.0,2.0,7.0
777836,2025-05-20,2025,away,547179,5,"663697,677951,686469,521692,672580,592192,686681,671221,592669",4.8517,0.0,2.0,7.0
777836,2025-05-20,2025,home,806185,4,"573262,527038,808982,671218,642715,664774,669477,672275,666149",4.8308,0.0,2.0,7.0
777843,2025-05-20,2025,away,543294,3,"687263,694384,660162,621493,681351,518595,666176,650859,677347",4.84815,0.0,2.0,7.0
777843,2025-05-20,2025,home,680684,5,"671732,664913,691016,667670,669127,609280,701762,649966,668709",4.79045,0.0,2.0,7.0
777838,2025-05-20,2025,away,669194,2,"682998,606466,666971,647304,672515,545341,672695,694374,553993",4.8497,0.0,2.0,7.0
777838,2025-05-20,2025,home,808967,9,"660271,605141,518692,669257,571970,681624,606192,571771,669242",4.85015,0.0,2.0,7.0
777834,2025-05-21,2025,away,663903,3,"670770,669289,682829,669720,668715,663886,666158,680574,666181",4.8523,0.0,2.0,7.0
777834,2025-05-21,2025,home,571760,4,"665833,643396,668804,687462,672744,663647,624428,502054,680779",4.8332,0.0,2.0,7.0
777832,2025-05-21,2025,away,686613,4,"665161,670623,514888,673237,572233,676694,701358,605170,643289",4.8478,0.0,2.0,7.0
777832,2025-05-21,2025,home,671737,7,"650490,666139,664040,666018,676609,802415,670224,678554,666163",4.8301,0.0,2.0,7.0
777861,2025-05-21,2025,away,671106,3,"680757,682657,608070,700932,467793,666134,672356,666310,682177",4.8593,0.0,3.0,7.0
777861,2025-05-21,2025,home,641927,3,"680777,686797,668904,680837,680577,681146,665019,664056,650489",4.8073,0.0,2.0,7.0
777833,2025-05-21,2025,away,690990,3,"664023,663656,673548,691718,683737,621020,663538,665804,807713",4.84655,0.0,2.0,7.0
777833,2025-05-21,2025,home,676974,4,"660821,682663,676572,669065,672640,681393,689414,688363,656537",4.7865,0.0,2.0,7.0
777826,2025-05-21,2025,away,608372,3,"702616,668939,683002,663624,656811,656775,656896,677008,622761",4.8518,0.0,3.0,7.0
777826,2025-05-21,2025,home,694477,7,"668930,694192,592885,656555,686217,606992,655316,702332,686555",4.79065,0.0,2.0,7.0
777827,2025-05-21,2025,away,676428,2,"650402,668731,628451,682985,679529,690993,693307,700242,595879",4.8356,0.0,2.0,7.0
777827,2025-05-21,2025,home,669467,3,"691026,680977,575929,671056,676475,571448,669357,691023,676480",4.83935,0.0,2.0,7.0
777830,2025-05-21,2025,away,688138,7,"641487,593871,677594,663728,668227,660844,665750,664238,670156",4.83105,0.0,2.0,7.0
777830,2025-05-21,2025,home,681343,6,"805367,678246,642136,673357,672820,641943,681962,671284,700337",4.8404,0.0,2.0,7.0
777819,2025-05-21,2025,away,663738,2,"672580,677951,686469,521692,592192,671221,666023,686681,664728",4.82335,0.0,2.0,7.0
777819,2025-05-21,2025,home,657277,5,"671218,656305,808982,527038,642715,573262,666149,672275,664774",4.83745,0.0,2.0,7.0
777829,2025-05-21,2025,away,668909,6,"680757,682657,608070,700932,467793,682177,672356,678877,595978",4.8631,0.0,2.0,7.0
777829,2025-05-21,2025,home,663978,2,"680777,686797,668904,665019,681146,664056,650489,663616,543877",4.86115,0.0,3.0,7.0
777831,2025-05-21,2025,away,656731,10,"596019,607043,665742,624413,668901,620443,621438,682668,683146",4.80255,0.0,2.0,7.0
777831,2025-05-21,2025,home,676979,5,"680776,646240,608324,677800,692225,686765,596115,665966,678882",4.8583,0.0,2.0,7.0
777835,2025-05-21,2025,away,594798,9,"664059,694671,673962,666969,543760,571466,669394,592626,669701",4.84805,0.0,2.0,7.0
777835,2025-05-21,2025,home,642232,8,"663757,672724,592450,641355,691176,683011,669224,518934,502671",4.7921,0.0,2.0,7.0
777837,2025-05-21,2025,away,681190,4,"663604,650333,592518,701538,578428,657757,630105,518792,553869",4.85425,0.0,3.0,7.0
777837,2025-05-21,2025,home,592332,9,"666182,683021,664702,543807,672386,682729,680718,676391,664770",4.8409,0.0,2.0,7.0
777823,2025-05-21,2025,away,592836,2,"607208,547180,656941,592206,592663,664761,624641,669016,679032",4.8475,0.0,2.0,7.0
777823,2025-05-21,2025,home,687223,2,"687597,678662,696100,641857,686668,671289,571657,605361,691182",4.80575,0.0,2.0,7.0
777828,2025-05-21,2025,away,686799,6,"687263,694384,621493,624585,681351,666176,683090,621028,641313",4.8554,0.0,2.0,7.0
777828,2025-05-21,2025,home,676664,4,"671732,669127,691016,667670,609280,701762,649966,664913,680474",4.86635,0.0,2.0,7.0
777824,2025-05-21,2025,away,669203,8,"682998,606466,672515,647304,553993,545341,672695,666971,694374",4.7994,0.0,2.0,7.0
777824,2025-05-21,2025,home,669160,8,"660271,605141,518692,606192,681624,571970,669242,687221,500743",4.84995,0.0,2.0,7.0
777818,2025-05-22,2025,away,543135,6,"664059,694671,673962,669394,543760,641680,666969,571466,669701",4.8425,0.0,2.0,7.0
777818,2025-05-22,2025,home,607074,8,"663757,592450,641355,502671,691176,683011,641555,518934,672724",4.847,0.0,2.0,7.0
777816,2025-05-22,2025,away,663568,6,"665487,650333,592518,701538,657757,630105,553869,578428,642180",4.81215,0.0,2.0,7.0
777816,2025-05-22,2025,home,670102,4,"666182,665489,662139,680718,676391,664770,682729,543807,672386",4.7716,0.0,2.0,7.0
777817,2025-05-22,2025,away,624133,6,"681082,607208,547180,679032,592206,596146,664761,669016,665561",4.8606,0.0,2.0,7.0
777817,2025-05-22,2025,home,608566,5,"687597,678662,696100,641857,686668,671289,571657,605361,666160",4.86225,0.0,2.0,7.0
777812,2025-05-22,2025,away,542881,0,"687263,694384,621493,624585,681351,666176,660162,621028,677347",4.84,0.0,2.0,7.0
777812,2025-05-22,2025,home,622663,5,"680474,805779,691016,667670,609280,701762,649966,668709,669127",4.8588,0.0,2.0,7.0
777821,2025-05-22,2025,away,676440,8,"680757,657041,608070,700932,467793,682177,666310,682657,678877",4.85355,0.0,2.0,7.0
777821,2025-05-22,2025,home,656427,8,"669234,668731,656716,682985,679529,690993,693307,700242,595879",4.8507,0.0,2.0,7.0
777814,2025-05-22,2025,away,650644,3,"668930,694192,661388,592885,656555,686555,686217,702332,687401",4.85205,0.0,2.0,7.0
777814,2025-05-22,2025,home,681347,3,"665833,457705,668804,663698,687462,663647,624428,502054,643396",4.85835,0.0,2.0,7.0
777820,2025-05-22,2025,away,700363,1,"656413,663586,621566,606115,686948,645277,642201,671739,663897",4.79085,0.0,2.0,7.0
777820,2025-05-22,2025,home,592866,3,"682928,695578,663993,660688,671277,605137,690987,669743,642708",4.7876,0.0,2.0,7.0
777822,2025-05-22,2025,away,669923,4,"641487,641598,663728,668227,456781,665750,664238,660844,810938",4.8354,0.0,2.0,7.0
777822,2025-05-22,2025,home,621121,8,"665161,670623,514888,673237,572233,605170,676694,701358,643289",4.85775,0.0,2.0,7.0
777815,2025-05-23,2025,away,700249,6,"702616,668939,683002,663624,656811,602104,656775,677008,622761",4.7844,0.0,2.0,7.0
777815,2025-05-23,2025,home,678394,7,"680776,657136,647351,608701,596115,665966,686765,692225,678882",4.85615,0.0,2.0,7.0
777811,2025-05-23,2025,away,571510,3,"664023,663656,673548,691718,608348,683737,621020,663538,807713",4.8593,0.0,2.0,7.0
777811,2025-05-23,2025,home,668881,2,"670770,669289,682829,669720,668715,663886,642851,666181,680574",4.80215,0.0,2.0,7.0
777806,2025-05-23,2025,away,642547,3,"668930,694192,661388,592885,687401,686217,702332,641343,686555",4.86315,0.0,2.0,7.0
777806,2025-05-23,2025,home,694973,8,"665833,669707,668804,687462,672744,663647,624428,643396,663698",4.8439,0.0,2.0,7.0
777801,2025-05-23,2025,away,694738,2,"671218,808982,656305,527038,642715,669477,573262,672275,666149",4.84285,0.0,2.0,7.0
777801,2025-05-23,2025,home,669022,9,"682928,695578,663993,660688,671277,605137,690987,677588,669743",4.85075,0.0,3.0,7.0
777810,2025-05-23,2025,away,641778,2,"666182,665489,662139,543807,672386,680718,676391,664702,664770",4.84595,0.0,2.0,7.0
777810,2025-05-23,2025,home,656876,3,"650490,670764,664040,670224,643376,666139,676609,678554,802415",4.8426,0.0,2.0,7.0
777807,2025-05-23,2025,away,677944,6,"680757,682657,608070,700932,467793,682177,672356,666310,666134",4.85575,0.0,2.0,7.0
777807,2025-05-23,2025,home,695549,3,"681481,650402,690993,668670,679529,700242,669234,663837,595879",4.81455,0.0,2.0,7.0
777808,2025-05-23,2025,away,477132,1,"660271,605141,518692,669257,606192,808975,681624,571771,669242",4.83225,0.0,2.0,7.0
777808,2025-05-23,2025,home,656288,1,"596019,516782,665742,620443,643446,621438,682626,683146,682668",4.7878,0.0,2.0,7.0
777813,2025-05-23,2025,away,601713,7,"665487,650333,592518,701538,593428,657757,578428,553869,518792",4.8644,0.0,2.0,7.0
777813,2025-05-23,2025,home,519242,6,"660670,663586,621566,542303,642201,669221,645277,671739,669397",4.7658,0.0,2.0,7.0
777805,2025-05-23,2025,away,641816,3,"664059,669701,694671,673962,669394,543309,641680,666969,543760",4.7983,0.0,2.0,7.0
777805,2025-05-23,2025,home,680732,6,"805367,643565,678246,643217,673357,572191,700337,672820,668942",4.85515,0.0,2.0,7.0
777800,2025-05-23,2025,away,676106,3,"641487,641598,677594,663728,668227,664238,665750,456781,810938",4.7988,0.0,2.0,7.0
777800,2025-05-23,2025,home,687473,6,"665161,670623,514888,673237,572233,605170,676694,701358,643289",4.8334,0.0,2.0,7.0
777799,2025-05-23,2025,away,702070,8,"663697,677951,686469,672580,624415,671221,666023,686681,664728",4.82885,0.0,3.0,7.0
777799,2025-05-23,2025,home,641154,5,"680777,668904,663616,621043,664034,686797,681146,664056,650489",4.79615,0.0,2.0,7.0
777797,2025-05-23,2025,away,668678,4,"682998,606466,666971,647304,553993,545341,672695,694374,672515",4.86175,0.0,2.0,7.0
777797,2025-05-23,2025,home,571945,4,"663457,691026,680977,671056,676475,571448,691023,686780,687363",4.849,0.0,3.0,7.0
777802,2025-05-23,2025,away,657376,8,"663757,592450,700250,502671,691176,683011,669224,518934,678391",4.79425,0.0,2.0,7.0
777802,2025-05-23,2025,home,685299,5,"687597,678662,696100,641857,686668,666160,669911,605361,691182",4.79255,0.0,2.0,7.0
777798,2025-05-23,2025,away,645261,6,"682663,676572,672640,681393,669065,663743,670223,660821,688363",4.8389,0.0,2.0,7.0
777798,2025-05-23,2025,home,579328,4,"687263,694384,660162,621493,624585,681351,518595,650859,683090",4.84,0.0,2.0,7.0
777804,2025-05-23,2025,away,554430,8,"607208,547180,656941,592206,592663,664761,681082,669016,679032",4.84485,0.0,2.0,7.0
777804,2025-05-23,2025,home,682052,8,"671732,805779,691016,667670,669127,609280,701762,649966,680769",4.86215,0.0,2.0,7.0
777809,2025-05-24,2025,away,621107,1,"702616,668939,683002,602104,656811,622761,656775,677008,666185",4.7969,0.0,2.0,7.0
777809,2025-05-24,2025,home,690928,7,"680776,646240,677800,665966,686765,596115,647351,692225,678882",4.7931,0.0,2.0,7.0
777790,2025-05-24,2025,away,669432,5,"683002,668939,656811,602104,656896,677008,622761,666185,668974",4.8816,0.0,2.0,7.0
777790,2025-05-24,2025,home,608337,6,"680776,646240,647351,692225,677800,691785,666152,657136,678882",4.85795,0.0,2.900000000000091,7.0
777788,2025-05-24,2025,away,608379,1,"663697,677951,686469,521692,672580,592192,671221,686681,666023",4.83015,0.0,2.0,7.0
777788,2025-05-24,2025,home,805673,9,"680777,664034,686797,668904,665019,664056,650489,621043,543877",4.7966,0.0,2.0,7.0
777786,2025-05-24,2025,away,518876,6,"606466,672695,666971,553993,647304,672515,682998,677950,656976",4.8421,0.0,2.0,7.0
777786,2025-05-24,2025,home,669461,4,"663457,691026,680977,671056,676475,571448,691023,687363,650968",4.839,0.0,2.0,7.0
777793,2025-05-24,2025,away,690986,4,"573262,671218,808982,527038,656305,642715,664774,672275,666149",4.801,0.0,2.0,7.0
777793,2025-05-24,2025,home,663623,7,"682928,642708,695578,663993,660688,669743,671277,695734,690987",4.8603,0.0,2.0,7.0
777794,2025-05-24,2025,away,682990,7,"668930,694192,661388,592885,656555,686217,702332,641343,687401",4.8498,0.0,2.0,7.0
777794,2025-05-24,2025,home,656605,7,"665833,457705,668804,687462,672744,663647,624428,643396,680779",4.85555,0.0,2.0,7.0
777791,2025-05-24,2025,away,607067,8,"664023,663656,673548,621020,691718,663538,608348,683737,807713",4.86355,0.0,2.0,7.0
777791,2025-05-24,2025,home,671096,2,"670770,669289,682829,669720,656582,668715,666181,663886,680574",4.837,0.0,2.0,7.0
777787,2025-05-24,2025,away,693433,5,"641487,663728,677594,668227,641598,664238,665750,810938,660844",4.82975,0.0,2.0,7.0
777787,2025-05-24,2025,home,664285,5,"665161,670623,514888,572233,605170,676694,701358,676801,643289",4.83415,0.0,2.0,7.0
777803,2025-05-24,2025,away,669308,1,"642180,650333,592518,701538,593428,657757,630105,553869,669134",4.7806,0.0,2.0,7.0
777803,2025-05-24,2025,home,656550,6,"660670,686948,542303,621566,663586,657077,645277,671739,669397",4.86475,0.0,3.0,7.0
777792,2025-05-24,2025,away,683004,3,"664059,669701,694671,673962,669394,543309,641680,666969,543760",4.8644,0.0,3.0,7.0
777792,2025-05-24,2025,home,669060,4,"805367,643565,678246,643217,673357,572191,642136,672820,681962",4.78835,0.0,2.0,7.0
777782,2025-05-24,2025,away,608331,7,"641555,663757,622569,641355,683011,691176,518934,700250,672724",4.8449,0.0,2.0,7.0
777782,2025-05-24,2025,home,607536,3,"687597,605361,696100,669911,666160,671289,691182,668845,607732",4.8288,0.0,2.0,7.0
777795,2025-05-24,2025,away,621244,3,"666182,665489,662139,543807,672386,623993,680718,676391,664702",4.8552,0.0,3.0,7.0
777795,2025-05-24,2025,home,669358,4,"650490,666139,664040,670764,666018,676609,670224,643376,802415",4.8481,0.0,2.0,7.0
777796,2025-05-24,2025,away,682847,3,"680757,657041,608070,700932,467793,682657,672356,666310,666134",4.8128,0.0,2.0,7.0
777796,2025-05-24,2025,home,663554,6,"628451,650402,690993,682985,679529,669234,663837,595879,668670",4.8456,0.0,3.0,7.0
777789,2025-05-24,2025,away,664062,4,"660271,605141,606192,518692,681624,669242,571771,687221,808975",4.8187,0.0,2.0,7.0
777789,2025-05-24,2025,home,656849,7,"596019,682668,665742,624413,643446,620443,668901,621438,683146",4.8622,0.0,2.0,7.0
777784,2025-05-24,2025,away,650911,6,"607208,547180,656941,592206,592663,664761,681082,669016,596146",4.8327,0.0,2.0,7.0
777784,2025-05-24,2025,home,605488,6,"805779,667670,691016,669127,609280,649966,671732,669722,680769",4.8546,0.0,2.0,7.0
777781,2025-05-24,2025,away,615698,2,"660821,682663,672640,669065,676572,663743,681393,656537,691594",4.86095,0.0,2.0,7.0
777781,2025-05-24,2025,home,667755,1,"687263,694384,660162,621493,624585,681351,650859,666176,677347",4.842,0.0,2.0,7.0
777780,2025-05-25,2025,away,671106,2,"682657,672356,608070,657041,700932,678877,669717,595978,666134",4.82295,0.0,2.0,7.0
777780,2025-05-25,2025,home,669373,13,"663837,650402,628451,682985,679529,700242,693307,656716,595879",4.8586,0.0,3.0,7.0
777785,2025-05-25,2025,away,665152,4,"702616,668974,683002,656811,602104,656896,656775,666185,622761",4.85795,0.0,3.0,7.0
777785,2025-05-25,2025,home,621111,3,"680776,646240,677800,665966,692225,691785,647351,686765,678882",4.85185,0.0,2.0,7.0
777778,2025-05-25,2025,away,592662,7,"573262,671218,808982,527038,656305,642715,664774,666149,669087",4.83015,0.0,2.0,7.0
777778,2025-05-25,2025,home,647336,2,"682928,605137,695578,663993,669743,695734,671277,660688,690987",4.83605,0.0,2.0,7.0
777776,2025-05-25,2025,away,701656,6,"694192,661388,592885,656555,686555,686217,702332,668930,687401",4.7801,0.0,2.0,7.0
777776,2025-05-25,2025,home,663559,1,"665833,457705,687462,663698,672744,624428,643396,502054,669707",4.85455,0.0,2.0,7.0
777779,2025-05-25,2025,away,676962,4,"664023,663656,673548,621020,691718,663538,683737,807713,624512",4.79355,0.0,2.0,7.0
777779,2025-05-25,2025,home,666157,6,"670770,669289,682829,669720,668715,624431,666181,656582,680574",4.85495,0.0,2.0,7.0
777775,2025-05-25,2025,away,605135,2,"683021,664770,623993,543807,680718,676391,682729,645305,664702",4.82485,0.0,2.0,7.0
777775,2025-05-25,2025,home,686752,5,"650490,666624,678554,691406,666018,802415,670764,670224,666163",4.85735,0.0,2.0,7.0
777774,2025-05-25,2025,away,622491,6,"664238,663728,677594,668227,593871,641487,665750,810938,660844",4.84775,0.0,2.0,7.0
777774,2025-05-25,2025,home,676467,4,"665161,670623,514888,572233,605170,676694,673237,701358,643289",4.85025,0.0,2.0,7.0
777772,2025-05-25,2025,away,663460,9,"672580,677951,686469,521692,624415,680118,664728,686681,666023",4.8242,0.0,2.0,7.0
777772,2025-05-25,2025,home,641927,3,"680777,664034,621043,668904,665019,664056,686797,663616,650489",4.7911,0.0,2.0,7.0
777777,2025-05-25,2025,away,571578,6,"664059,677649,694671,673962,669394,696030,543309,666969,543760",4.8419,0.0,2.0,7.0
777777,2025-05-25,2025,home,663436,2,"805367,643565,678246,643217,673357,700337,672820,572191,681962",4.7778,0.0,2.0,7.0
777766,2025-05-25,2025,away,694297,5,"682998,606466,666971,647304,553993,691783,672515,677950,672695",4.8594,0.0,3.0,7.0
777766,2025-05-25,2025,home,543243,5,"663457,691026,680977,671056,676475,571448,691023,686780,687363",4.8525,0.0,2.0,7.0
777768,2025-05-25,2025,away,701542,7,"502671,700250,592450,641355,663757,683011,641555,518934,672724",4.88355,0.0,2.0,7.0
777768,2025-05-25,2025,home,622608,4,"687597,678662,696100,641857,686668,669911,666160,605361,671289",4.8364,0.0,2.0,7.0
777765,2025-05-25,2025,away,666200,10,"681082,607208,547180,656941,592206,596146,592663,679032,669016",4.81555,0.0,2.0,7.0
777765,2025-05-25,2025,home,680684,2,"805779,667670,691016,680474,649966,669722,671732,680862,672016",4.77695,0.0,2.0,7.0
777767,2025-05-25,2025,away,665795,10,"660821,663743,672640,669065,676572,681393,670223,656537,691594",4.8522,0.0,2.0,7.0
777767,2025-05-25,2025,home,543294,5,"687263,694384,660162,621493,624585,518595,650859,666176,683090",4.86075,0.0,2.0,7.0
777783,2025-05-25,2025,away,656302,8,"665487,650333,592518,701538,663604,593428,630105,669134,553869",4.85655,0.0,2.0,7.0
777783,2025-05-25,2025,home,680885,11,"660670,686948,542303,621566,663586,657077,645277,671739,669397",4.7925,0.0,2.0,7.0
777773,2025-05-25,2025,away,689017,5,"660271,605141,518692,669257,606192,571970,681624,624424,669242",4.77785,0.0,2.0,7.0
777773,2025-05-25,2025,home,673540,5,"596019,682668,665742,624413,643446,620443,516782,621438,683146",4.8114,0.0,2.0,7.0
777770,2025-05-26,2025,away,806185,6,"573262,656305,808982,527038,642715,664774,666149,672275,682641",4.84695,0.0,2.0,7.0
777770,2025-05-26,2025,home,672456,3,"681481,650402,628451,682985,679529,656716,693307,700242,663837",4.85865,0.0,2.0,7.0
777764,2025-05-26,2025,away,676979,11,"680776,646240,657136,692225,677800,691785,596115,647351,678882",4.86015,0.0,3.0,7.0
777764,2025-05-26,2025,home,694477,6,"694192,686555,661388,656555,686217,702332,606992,687401,668930",4.7897,0.0,2.0,7.0
777757,2025-05-26,2025,away,687223,4,"687597,678662,641857,669911,686668,666160,571657,605361,696100",4.7705,0.0,2.0,7.0
777757,2025-05-26,2025,home,592791,7,"664023,663656,673548,621020,691718,663538,683737,807713,624512",4.76535,0.0,2.0,7.0
777771,2025-05-26,2025,away,607200,5,"663457,691026,680977,575929,671056,691023,669357,686780,687363",4.8436,0.0,2.0,7.0
777771,2025-05-26,2025,home,450203,5,"702616,602104,683002,663624,656811,656896,677008,666185,668974",4.8327,0.0,2.0,7.0
777759,2025-05-26,2025,away,592332,6,"666182,665489,662139,672386,623993,680718,676391,683021,664702",4.848,0.0,2.0,7.0
777759,2025-05-26,2025,home,594798,0,"664059,669701,694671,673962,669394,641680,696030,666969,543760",4.8387,0.0,2.0,7.0
777760,2025-05-26,2025,away,607259,2,"670770,668715,682829,669720,669289,663886,666181,680574,641658",4.8449,0.0,2.0,7.0
777760,2025-05-26,2025,home,547179,2,"663697,677951,686469,521692,672580,670231,671221,686681,664728",4.83515,0.0,2.0,7.0
777758,2025-05-26,2025,away,605288,6,"805367,643565,678246,643217,673357,572191,700337,672820,668942",4.86115,0.0,2.0,7.0
777758,2025-05-26,2025,home,605280,3,"596019,607043,665742,624413,516782,683146,621438,643446,620443",4.8284,0.0,2.0,7.0
777769,2025-05-26,2025,away,808967,7,"660271,605141,518692,606192,669257,571970,681624,571771,500743",4.83625,0.0,2.0,7.0
777769,2025-05-26,2025,home,668909,3,"680757,666310,608070,700932,657041,682177,672356,682657,666134",4.8557,0.0,2.0,7.0
777762,2025-05-26,2025,away,663978,5,"680777,663616,664034,621043,676812,650489,668904,543877,686797",4.83705,0.0,2.0,7.0
777762,2025-05-26,2025,home,641793,4,"802415,664040,691406,666018,678554,670224,676609,643376,666624",4.8625,0.0,3.0,7.0
777761,2025-05-26,2025,away,571760,2,"665833,457705,668804,687462,663698,672744,624428,663647,643396",4.8462,0.0,2.0,7.0
777761,2025-05-26,2025,home,669194,4,"606466,682998,666971,553993,647304,545341,672515,694374,672695",4.86705,0.0,2.0,7.0
777756,2025-05-26,2025,away,677960,6,"660821,682663,676572,669065,672640,681393,691594,688363,689414",4.7916,0.0,2.0,7.0
777756,2025-05-26,2025,home,681190,5,"665487,701538,642180,657757,593428,630105,650333,578428,553869",4.82885,0.0,2.0,7.0
777763,2025-05-26,2025,away,642232,7,"502671,663757,592450,641355,691176,683011,669224,678391,672724",4.78995,0.0,2.0,7.0
